Make,Model,Year,Average_Price_LKR,Average_Mileage_km,Listings_Count,Predicted_Next_Week_LKR,Predicted_Next_Month_LKR
DATSUN,SUNNY,1976,620000,67000,1,868000,1412718
DATSUN,SUNNY,1978,700000,1111,1,875000,1201606
DFSK,520,2021,8800000,14000,1,7703723,7703723
DFSK,580,2019,8025000,57800,2,8056443,8056443
DFSK,580,2020,8262500,52850,2,8056443,8056443
DFSK,580,2021,7650000,67994,9,8056443,8056443
DFSK,580,2023,9780000,53500,2,8056443,8056443
DFSK,GLORY,2016,4446154,128834,13,4946590,4946590
DFSK,GLORY,2017,6600000,120500,2,3960000,2096770
DFSK,GLORY,2018,5550000,90000,1,5817231,5817231
DFSK,GLORY,2019,6388125,66693,8,6234185,6234185
DFSK,GLORY,2020,8728571,62729,7,8056443,8056443
DFSK,GLORY,2021,8937317,53411,41,8056443,8056443
DFSK,GLORY,2022,9137333,74076,15,13160000,14881126
DFSK,GLORY,2023,11778125,29201,16,14881126,14881126
DFSK,GLORY,2024,13451667,25488,24,14881126,14881126
DFSK,GLORY,2025,15650000,25,1,14531806,14531806
DFSK,I,2021,9990000,64000,1,8134135,8134135
DFSK,I-AUTO,2021,10475000,184750,2,8441637,8311446
DFSK,I-AUTO,2022,12000000,39000,1,15352145,15352145
DFSK,I-AUTO,2023,11400000,47925,2,15352145,15352145
DFSK,I-AUTO,2024,7822500,15000,2,5866875,3081579
DFSK,UNIMO,2016,2525000,85000,1,1886114,1886114
DFSK,V27,2015,3212500,117000,2,3360696,3360696
DFSK,V27,2016,3200000,73475,1,3787230,3787230
DUCATI,DIAVEL,2018,2000000,7516,1,1810271,1810271
FIAT,1100,1960,2050000,123,1,1742500,1421354
FIAT,500S,2018,7200000,40000,1,7052087,7052087
FIAT,DOBLO,2006,3950000,130000,1,3967221,3967221
FIAT,FIAT,2011,3100000,135000,1,3492838,3492838
FIAT,GRANDE,2007,3500000,229300,1,3867968,3867968
FIAT,LINEA,2011,3403333,192486,3,3867968,3867968
FIAT,PUNTO,1998,1362500,12345,2,1712607,1712607
FIAT,PUNTO,2002,2425000,12000,1,1818750,1741169
FIAT,PUNTO,2007,3500000,140000,1,3621371,3621371
FIAT,UNO,1985,1020000,45000,1,1377000,1421354
FIAT,UNO,1988,850000,130000,1,1190000,1421354
FIAT,UNO,1990,1030000,120000,1,1421354,1421354
FIAT,UNO,1995,960000,58000,1,1344000,1668438
FORD,ANGLIA,1961,500000,68000,1,700000,1139289
FORD,ANGLIA,1968,1100000,56000,1,1421354,1421354
FORD,BJ5,2000,2975000,15433,1,2904639,2545408
FORD,CAPRI,1975,350000,15000,1,472500,727744
FORD,CORTINA,1979,1075000,60500,2,1421354,1421354
FORD,DELUXE,1956,2200000,58432,1,1421354,1421354
FORD,ECOSPORT,2014,7500000,75000,1,7202667,7202667
FORD,ECOSPORT,2015,7141667,105667,3,7292673,7292673
FORD,ECOSPORT,2017,7662500,129000,2,7389512,7389512
FORD,ESCORT,1969,3900000,40000,1,3132508,3132508
FORD,EVEREST,2011,11500000,128000,1,15352145,15352145
FORD,EVEREST,2013,13000000,96000,1,15210110,15210110
FORD,FESTIVA,1993,1200000,150000,1,1421354,1421354
FORD,FESTIVA,1994,1440000,135000,3,1421354,1421354
FORD,FESTIVA,1995,1750000,239838,1,1738340,1738340
FORD,FESTIVA,1996,1620000,167000,1,1728241,1728241
FORD,FESTIVA,1997,2275000,160000,1,1773993,1773993
FORD,FIESTA,2011,5590000,122000,5,5598834,5598834
FORD,FIESTA,2012,5725000,142485,1,5899437,5899437
FORD,FIESTA,2014,9500000,490000,1,8011300,8011300
FORD,FIESTA,2015,9950000,98451,1,8011300,8011300
FORD,FIESTA,2016,9525000,75215,1,7937181,7937181
FORD,FOCUS,2000,3562500,176500,2,3824290,3824290
FORD,FOCUS,2001,2850000,192000,1,2807445,2807445
FORD,FOCUS,2011,6050000,149000,2,5717122,5717122
FORD,FOCUS,2012,8500000,92000,1,7669452,7669452
FORD,FOCUS,2013,9200000,87300,1,7669452,7669452
FORD,LASER,1982,750000,160000,1,1050000,1421354
FORD,LASER,1983,1250000,2,1,1421354,1421354
FORD,LASER,1984,1170000,111512,2,1421354,1421354
FORD,LASER,1985,875000,10000,1,1181250,1421354
FORD,LASER,1989,1687500,261532,2,1480903,1480903
FORD,LASER,1990,1825000,25476,1,1421354,1421354
FORD,LASER,1991,1575000,196312,2,1472300,1472300
FORD,LASER,1992,1646667,238970,3,1480903,1480903
FORD,LASER,1993,1837500,211301,4,1472300,1472300
FORD,LASER,1994,1850000,55555,1,1421354,1421354
FORD,LASER,1997,2450000,12,1,2082500,1712607
FORD,LASER,1998,2791667,170841,6,2467917,2467917
FORD,LASER,1999,3050000,230602,1,3304401,3304401
FORD,LASER,2000,3262727,169689,11,1803578,1803578
FORD,LASER,2001,3500000,2,1,3343073,3343073
FORD,LASER,2002,3375000,135000,1,3462900,3462900
FORD,LASER,2020,3285000,95680,1,3621371,3621371
FORD,PREFECT,1956,350000,76443,1,490000,797502
FORD,PREFECT,1960,1500000,45687,1,1421354,1421354
FORD,RANGER,2005,6300000,225000,2,6812566,6812566
FORD,RANGER,2013,16500000,140000,3,15352145,15352145
FORD,RANGER,2014,16483333,138333,3,15352145,15352145
FORD,RANGER,2015,16350000,124000,2,15352145,15352145
FORD,RANGER,2016,14250000,141000,2,15352145,15352145
FORD,RANGER,2017,18500000,110000,1,15352145,15352145
FORD,RANGER,2018,19750000,148000,2,15352145,15352145
FORD,RANGER,2020,25500000,105000,1,15352145,15352145
FORD,RAPTOR,2018,20800000,93000,1,15352145,15352145
FORD,RAPTOR,2025,19000000,11000,1,15352145,15352145
FOTON,C22ASN,1987,875000,228000,1,1225000,1472300
FOTON,SAGA,1988,725000,1,1,906250,1244520
FOTON,VIEW,2025,17800000,111,1,15130000,14991769
HILLMAN,AVENGER,1971,2200000,100000,1,1421354,1421354
HONDA,ACCORD,1981,1070000,30000,1,1444500,1531671
HONDA,ACCORD,1992,2500000,230000,1,1571668,1571668
HONDA,ACCORD,1997,3095000,222500,2,3601120,3680335
HONDA,ACCORD,1998,3675000,215000,2,3907326,3907326
HONDA,ACCORD,2000,4325000,187500,2,4706752,4706752
HONDA,ACCORD,2001,4172500,189000,2,4706752,4706752
HONDA,ACCORD,2002,5500000,233500,1,5507123,5507123
HONDA,ACCORD,2004,4600000,183000,1,4706752,4706752
HONDA,ACCORD,2006,7200000,188000,1,6903911,6903911
HONDA,ACCORD,2013,13500000,176000,1,14558475,14558475
HONDA,ACTY,1996,1850000,180000,1,1728241,1728241
HONDA,ACTY,1999,1975000,210000,2,1823610,1784359
HONDA,ACTY,2001,2875000,180000,1,2523737,2523737
HONDA,ACTY,2004,2425000,135500,2,1803578,1803578
HONDA,ACTY,2007,4375000,12345,1,4291622,4291622
HONDA,AIRWAVE,2007,4504167,122006,6,5632962,5632962
HONDA,AIRWAVE,2008,6075000,224925,2,6603113,6603113
HONDA,ARIA,2007,4700000,223245,1,4918668,4918668
HONDA,ARIA,2008,550000,141000,1,770000,1253218
HONDA,BR-V,2017,11080000,109500,5,14886667,15352145
HONDA,CITY,1998,2700000,69311,2,1964019,1964019
HONDA,CITY,1999,3000000,196667,3,3703851,3785327
HONDA,CITY,2000,3622500,212029,4,3884393,3884393
HONDA,CITY,2001,3688333,173673,3,3848455,3848455
HONDA,CITY,2002,4125000,140000,2,4480060,4480060
HONDA,CITY,2003,4513889,187311,9,4577370,4577370
HONDA,CITY,2004,4333000,197048,5,4123969,4123969
HONDA,CITY,2006,4200000,78224,1,4493313,4493313
HONDA,CITY,2007,4344250,164575,4,4193387,4193387
HONDA,CITY,2008,4690000,178000,1,5364723,5561680
HONDA,CITY,2022,3950000,182000,1,4193387,4193387
HONDA,CITY,2023,13150000,9000,1,14434419,14434419
HONDA,CITY,2024,14800000,8000,1,14168092,14168092
HONDA,CITY,2025,12028929,2465,14,7929083,4890593
HONDA,CIVIC,1975,650000,188670,1,910000,1481076
HONDA,CIVIC,1984,1125000,115211,3,1575000,1630010
HONDA,CIVIC,1985,1091143,105934,7,1446667,1630010
HONDA,CIVIC,1987,665000,82108,2,931000,1559152
HONDA,CIVIC,1988,1975000,111111,1,1630010,1630010
HONDA,CIVIC,1989,1875000,157000,1,1614699,1614699
HONDA,CIVIC,1990,1532500,162500,2,1580390,1580390
HONDA,CIVIC,1992,3050000,100000,1,2998124,2998124
HONDA,CIVIC,1994,1875000,213000,2,1637036,1637036
HONDA,CIVIC,1996,3827778,207461,9,3941300,3941300
HONDA,CIVIC,1997,4610000,174855,4,5199045,5199045
HONDA,CIVIC,1998,3912500,247000,4,4083418,4083418
HONDA,CIVIC,1999,4550000,107000,2,4375478,4375478
HONDA,CIVIC,2000,4855000,164202,8,5433480,5632962
HONDA,CIVIC,2001,4953571,189524,7,5052282,4873364
HONDA,CIVIC,2002,5744615,179891,13,5702067,5702067
HONDA,CIVIC,2003,5363077,158282,13,5500138,5702067
HONDA,CIVIC,2004,5525882,188729,17,5639178,5639178
HONDA,CIVIC,2005,5687500,210038,4,5755314,5755314
HONDA,CIVIC,2006,7216667,152667,3,7300933,7300933
HONDA,CIVIC,2007,6466000,179745,15,7920763,7920763
HONDA,CIVIC,2008,7001071,159298,14,6603113,6603113
HONDA,CIVIC,2009,5475000,158386,9,3280000,2085021
HONDA,CIVIC,2010,7569375,171082,8,7310860,7310860
HONDA,CIVIC,2011,7453750,162125,8,7104469,7104469
HONDA,CIVIC,2012,8091250,128982,4,8011300,8011300
HONDA,CIVIC,2013,7875000,182500,1,8097573,8097573
HONDA,CIVIC,2016,9800000,143144,2,8011300,8011300
HONDA,CIVIC,2017,12092857,85488,28,10509358,10509358
HONDA,CIVIC,2018,12074688,76879,48,14797742,14797742
HONDA,CIVIC,2019,13567500,65370,10,14797742,14797742
HONDA,CIVIC,2020,14710000,56860,5,14797742,14797742
HONDA,CIVIC,2022,5100000,267000,1,5551499,5784636
HONDA,CIVIC,2024,24800000,3900,1,21080000,16972621
HONDA,CIVIC,2026,3500000,123,1,3897839,3897839
HONDA,CROSSROAD,2007,8481250,180902,4,8015606,8015606
HONDA,CROSSROAD,2010,9500000,169000,1,8015606,8015606
HONDA,CRV,1995,4900000,470000,1,5359281,5771830
HONDA,CRV,1998,4250000,250000,1,4576372,4576372
HONDA,CRV,1999,5125000,170000,2,5653630,5653630
HONDA,CRV,2000,4545000,181676,6,5402552,5722989
HONDA,CRV,2001,5465000,185000,2,5999692,5999692
HONDA,CRV,2002,5775000,254000,2,6713291,7111471
HONDA,CRV,2003,5950000,182667,3,6713291,7111471
HONDA,CRV,2004,6000000,2,1,6620073,6620073
HONDA,CRV,2006,6485000,195000,1,7059373,7059373
HONDA,CRV,2007,7210000,163246,4,7111471,7111471
HONDA,CRV,2008,8340000,190530,5,8269317,8269317
HONDA,CRV,2009,9000000,117425,1,8192810,8192810
HONDA,CRV,2010,8496667,185333,3,8269317,8269317
HONDA,CRV,2011,8943750,196245,4,8269317,8269317
HONDA,CRV,2012,10687500,153000,4,14583333,15352145
HONDA,CRV,2013,12312500,125250,4,15352145,15352145
HONDA,CRV,2014,12862500,128250,4,15352145,15352145
HONDA,CRV,2015,12600000,163000,1,15352145,15352145
HONDA,CRV,2017,14408667,143667,3,15352145,15352145
HONDA,CRV,2018,16764479,94394,48,15352145,15352145
HONDA,CRV,2019,19055000,86860,25,8328000,3204740
HONDA,CRV,2020,18250000,90000,1,15352145,15352145
HONDA,CRV,2023,28100000,9500,2,21075000,14991769
HONDA,CRV,2024,28895000,95,2,24560750,19604995
HONDA,CRV,2025,29500000,1500,1,25075000,20189206
HONDA,CRV-,2005,7200000,200000,1,7255707,7255707
HONDA,CRV-VTI,2018,1975000,144000,1,1886114,1886114
HONDA,CRV-VTIL,2018,20600000,12000,1,15450000,14991769
HONDA,CRZ,2010,6970000,109000,1,7016341,7016341
HONDA,CRZ,2011,7250000,102000,1,7109511,7109511
HONDA,CRZ,2014,7375000,135000,1,7448390,7448390
HONDA,CRZ-ZF1,2010,6900000,90250,1,6977026,6977026
HONDA,DBA-JFI,2015,6650000,58451,1,6699392,6699392
HONDA,EG8,1993,3450000,93460,1,2914856,2554361
HONDA,EG8,1994,3550000,22222,1,2914856,2554361
HONDA,EK3,1998,4400000,220000,1,4702010,4702010
HONDA,EK3,1999,4750000,111,1,5189830,5189830
HONDA,ES,2000,4575000,190000,1,4841025,4841025
HONDA,ES,2001,5050000,137000,1,5288510,5482669
HONDA,ES,2004,5300000,248000,1,5717122,5717122
HONDA,ES8,2002,5600000,200000,1,5755314,5755314
HONDA,FB4,2010,7600000,90000,1,7702617,7702617
HONDA,FD,2008,7200000,170000,1,7255707,7255707
HONDA,FD3,2007,6550000,207000,1,6842331,6842331
HONDA,FD3,2008,7125000,175500,2,7369111,7369111
HONDA,FD3,2011,6950000,89000,1,6977026,6977026
HONDA,FD4,2008,6937500,166500,2,6931668,6931668
HONDA,FD4,2009,7200000,180000,1,7255707,7255707
HONDA,FIT,2002,4750000,202000,1,5430992,5630382
HONDA,FIT,2003,4848333,159833,6,4900825,4900825
HONDA,FIT,2004,4950000,183340,5,5430992,5630382
HONDA,FIT,2005,4825000,175250,4,5430992,5630382
HONDA,FIT,2007,5240455,149950,11,5582781,5787744
HONDA,FIT,2008,5449722,153651,18,5787744,5787744
HONDA,FIT,2009,5500000,88000,1,5664703,5664703
HONDA,FIT,2010,6233929,147218,14,6202585,6202585
HONDA,FIT,2011,6521413,149096,46,6440329,6440329
HONDA,FIT,2012,7018981,151143,103,6915943,6915943
HONDA,FIT,2013,7537105,152510,95,7180901,7180901
HONDA,FIT,2014,7949038,140745,130,7820358,7820358
HONDA,FIT,2015,8179492,121233,59,8056443,8056443
HONDA,FIT,2016,9500000,114800,5,8056443,8056443
HONDA,FIT,2017,10337500,112600,2,8182639,8056443
HONDA,FIT,2018,10987500,106125,4,14443333,14881126
HONDA,FITGD1,2002,4765000,231000,1,5364723,5561680
HONDA,FITGP5,2014,7495000,170000,1,7448390,7448390
HONDA,FREED,2012,8937500,115588,4,8056443,8056443
HONDA,FREED,2013,9008333,178707,3,8056443,8056443
HONDA,FREED,2015,9900000,88000,3,8056443,8056443
HONDA,FREED,2024,16495000,21850,1,14881126,14881126
HONDA,GB5,2013,7500000,98000,1,7379479,7379479
HONDA,GP1,2013,6800000,135000,1,7140664,7140664
HONDA,GP5,2013,6950000,118000,1,7292673,7292673
HONDA,GP5,2015,7525000,133500,2,8005977,8005977
HONDA,GRACE,2014,9076842,146764,38,8056443,8056443
HONDA,GRACE,2015,9427917,134490,60,8099797,8056443
HONDA,GRACE,2016,10044444,141203,36,8056443,8056443
HONDA,GRACE,2017,10384839,119890,31,8182639,8056443
HONDA,GRACE,2018,8552500,102000,4,4672000,2085159
HONDA,GRACE,2019,10550000,105426,1,8226672,8056443
HONDA,GRAND,1985,1150000,123456,1,1421354,1421354
HONDA,GRAND,1989,1350000,100000,2,1421354,1421354
HONDA,GRAND,1991,2312500,160000,2,1421354,1421354
HONDA,GRAND,1992,2050000,150000,1,1421354,1421354
HONDA,HONDA,1998,2475000,120000,1,1958568,1958568
HONDA,HONDA,2009,7350000,155000,1,7369111,7369111
HONDA,HONDA,2016,5975000,125000,1,6636754,6636754
HONDA,HR-V,1999,1800000,189000,1,1984950,1984950
HONDA,HR-V,2000,4800000,200500,1,5315089,5510225
HONDA,HR-V,2001,5500000,184600,1,5664228,5664228
HONDA,HR-V,2004,5370000,196560,2,5717122,5717122
HONDA,INSIGHT,2009,6802833,179895,30,7144502,7144502
HONDA,INSIGHT,2010,7100000,176201,13,7144502,7144502
HONDA,INSIGHT,2011,7087500,172250,14,8101925,8101925
HONDA,INSIGHT,2012,8211250,158349,12,8056443,8056443
HONDA,INSIGHT,2013,8293000,159542,10,8056443,8056443
HONDA,INSIGHT,2014,8092500,172500,2,8056443,8056443
HONDA,INSIGHT,2015,8300000,170,1,7703723,7703723
HONDA,INSIGHT,2018,17500000,113000,1,14881126,14881126
HONDA,INTEGRA,1990,975000,150000,2,1365000,1421354
HONDA,INTEGRA,1998,4475000,149228,2,3524680,3285204
HONDA,JADE,2016,10850000,86000,1,10903095,10903095
HONDA,LA-GD6,2003,5300000,147423,1,5595582,5595582
HONDA,N,2015,6062500,147254,4,6436869,6436869
HONDA,N,2016,6497500,81218,8,6877191,6877191
HONDA,N,2017,6490455,78659,11,6636754,6636754
HONDA,N,2018,6495000,72200,5,6877191,6877191
HONDA,N,2019,7150000,56750,2,8097573,8097573
HONDA,N,2020,6850000,79000,1,7140664,7140664
HONDA,N,2023,7587353,22088,17,7184717,7184717
HONDA,N,2024,9133333,3100,3,7763333,7660557
HONDA,N,2025,8710714,1104,7,7660557,7660557
HONDA,N-BOX,2015,7800000,98000,1,8143202,8143202
HONDA,N-BOX,2016,6500000,56000,1,6687786,6687786
HONDA,N-BOX,2023,7700000,19400,2,7202667,7202667
HONDA,N-BOX,2025,10400000,153,2,8840000,7703723
HONDA,NVAN,2024,8300000,2127,1,7703723,7703723
HONDA,S660,2015,6672500,45050,4,6916884,6916884
HONDA,SHTTLE,2013,7800000,150000,1,8143202,8143202
HONDA,SR,2017,12500000,26650,1,14991769,14991769
HONDA,STREAM,2007,6300000,1,1,6648997,6648997
HONDA,VEZEL,2013,8979167,114872,6,8311446,8311446
HONDA,VEZEL,2014,9275050,143034,201,8148414,8148414
HONDA,VEZEL,2015,10028095,124066,63,8311446,8311446
HONDA,VEZEL,2016,11117708,113581,48,10734943,10903095
HONDA,VEZEL,2017,11925636,110310,55,15352145,15352145
HONDA,VEZEL,2018,12839091,92989,33,15352145,15352145
HONDA,VEZEL,2019,13950000,94883,6,15352145,15352145
HONDA,VEZEL,2020,12500000,65000,1,15352145,15352145
HONDA,VEZEL,2021,18250000,26000,1,15025775,15025775
HONDA,VEZEL,2022,17577857,21361,14,15025775,15025775
HONDA,VEZEL,2023,17273256,20213,43,15025775,15025775
HONDA,VEZEL,2024,18635636,10958,55,15025775,15025775
HONDA,VEZEL,2025,19049802,891,101,15597500,14991769
HONDA,WAGON R,2024,8750000,4300,1,7703723,7703723
HONDA,ZRV,2023,21700000,5300,1,16275000,14991769
HYUNDAI,ACCENT,2000,2500952,169543,21,2509075,2509075
HYUNDAI,ACCENT,2001,2748214,180090,14,2523737,2523737
HYUNDAI,ACCENT,2002,6509286,126848,7,1843252,1803578
HYUNDAI,ACCENT,2003,2755000,154375,8,1803578,1803578
HYUNDAI,ACCENT,2004,2943000,155268,5,2579253,2523737
HYUNDAI,ACCENT,2005,2460000,150000,1,1844654,1844654
HYUNDAI,ACCENT,2006,2726667,137000,3,2993546,3059397
HYUNDAI,ACCENT,2011,6284286,164979,7,6100897,6100897
HYUNDAI,ATOS,2001,2000000,17,1,1741169,1741169
HYUNDAI,ATOS,2004,2400000,120000,1,1803578,1803578
HYUNDAI,ATOS,2005,2250000,101000,1,1770478,1770478
HYUNDAI,COUPE,2000,4850000,85000,1,4991863,4991863
HYUNDAI,COUPE,2003,3175000,91000,1,3494212,3494212
HYUNDAI,CRETA,2017,10900000,37000,1,10285218,10072392
HYUNDAI,ELANTRA,1999,1575000,167000,1,1773993,1773993
HYUNDAI,ELANTRA,2000,2627667,148938,15,1803578,1803578
HYUNDAI,ELANTRA,2001,1750000,105000,1,1741169,1741169
HYUNDAI,ELANTRA,2002,2690000,110000,1,1908160,1908160
HYUNDAI,ELANTRA,2011,6500000,235000,1,6321921,6321921
HYUNDAI,ELANTRA,2012,7800000,120000,1,7438576,7438576
HYUNDAI,ELANTRA,2013,6400000,155000,1,6354129,6354129
HYUNDAI,EON,2014,3770000,97750,4,4130146,4130146
HYUNDAI,EON,2015,3985789,98085,19,4130146,4130146
HYUNDAI,EON,2016,4168750,89661,20,4130146,4130146
HYUNDAI,EON,2017,4062500,95382,4,4584226,4584226
HYUNDAI,EON,2018,4625000,65500,3,4584226,4584226
HYUNDAI,EXCEL,1991,1200000,150000,1,1421354,1421354
HYUNDAI,EXCEL,1992,1300000,120000,1,1421354,1421354
HYUNDAI,EXCEL,1994,1450000,1,1,1421354,1421354
HYUNDAI,GETZ,2002,3350000,114000,1,3570720,3570720
HYUNDAI,GETZ,2004,2937500,192500,2,3511041,3588275
HYUNDAI,GETZ,2006,3350000,132000,1,3760966,3760966
HYUNDAI,GRAND,2016,5450000,120000,1,5746249,5746249
HYUNDAI,GRAND,2017,5450000,111500,2,5746249,5746249
HYUNDAI,GRAND,2018,5575000,60795,4,5693086,5693086
HYUNDAI,GRAND,2025,8650000,200,1,7652095,7652095
HYUNDAI,H1,2015,12500000,210000,1,15352145,15352145
HYUNDAI,H1,2018,12800000,45000,1,15025775,15025775
HYUNDAI,H100,2000,3806250,296030,8,4409236,4409236
HYUNDAI,H100,2001,4912500,167000,2,4044786,3901547
HYUNDAI,H100,2005,3975000,310000,1,4039357,4039357
HYUNDAI,HIJET,1999,3375000,152957,1,3638033,3638033
HYUNDAI,HYUNDAI,1992,2200000,1111,1,1870000,1505636
HYUNDAI,HYUNDAI,1994,1370000,111111,1,1421354,1421354
HYUNDAI,HYUNDAI,2000,2800000,100556,2,1779470,1741169
HYUNDAI,I10,2008,4775000,104000,1,5250674,5443445
HYUNDAI,I10,2016,5050000,96850,1,5403380,5630296
HYUNDAI,I10,2023,6300000,109127,1,6831554,6831554
HYUNDAI,IONIQ,2018,10750000,93000,1,10903095,10903095
HYUNDAI,KONA,2020,9950000,79000,1,8134135,8134135
HYUNDAI,MAGNA,2016,4200000,104000,1,4584226,4584226
HYUNDAI,MATRIX,2001,2925000,177000,2,2031838,1988104
HYUNDAI,MATRIX,2002,2962500,126250,4,2509075,2509075
HYUNDAI,MATRIX,2003,2750000,187000,1,2523737,2523737
HYUNDAI,MATRIX,2005,1800000,150000,1,1844654,1844654
HYUNDAI,MATRIX,2007,3150000,109000,1,3472547,3472547
HYUNDAI,SANTA,2000,4583333,204667,3,4918873,4918873
HYUNDAI,SANTA,2001,4050000,180000,1,4565317,4565317
HYUNDAI,SANTA,2002,3700000,225000,1,3910342,3910342
HYUNDAI,SANTA,2003,5725000,196000,2,5869534,5869534
HYUNDAI,SANTA,2004,2837500,173500,2,3972500,4607948
HYUNDAI,SANTA,2006,7075000,180500,2,6842331,6842331
HYUNDAI,SANTA,2007,7100000,177173,3,7215051,7215051
HYUNDAI,SANTA,2008,4311579,176637,19,6505622,6892828
HYUNDAI,SANTA,2009,7650000,191500,2,8056527,8056527
HYUNDAI,SANTA,2010,8733333,126000,3,7970692,7970692
HYUNDAI,SANTA,2011,7553571,194179,7,8056527,8056527
HYUNDAI,SANTA,2012,8800000,175333,3,8011300,8011300
HYUNDAI,SANTA,2013,11757143,148286,7,14797742,14797742
HYUNDAI,SANTA,2014,12500000,125000,2,14797742,14797742
HYUNDAI,SANTRO,2000,1950000,160000,1,1803578,1803578
HYUNDAI,SANTRO,2002,2033000,181958,5,1814117,1814117
HYUNDAI,SANTRO,2004,1416667,55823,3,1741169,1741169
HYUNDAI,SANTRO,2005,2033333,113667,3,1833937,1833937
HYUNDAI,SANTRO,2006,975000,150000,1,1365000,1844654
HYUNDAI,SONATA,1997,1550000,245876,1,1784359,1784359
HYUNDAI,SONATA,2000,2385000,128179,8,1803578,1803578
HYUNDAI,SONATA,2001,2942857,240532,7,3287199,3359509
HYUNDAI,SONATA,2004,2795000,152604,2,1854023,1814117
HYUNDAI,SONATA,2005,3475000,195000,1,3541766,3541766
HYUNDAI,SONATA,2010,3070000,101500,2,3128159,3128159
HYUNDAI,SONATA,2011,7750000,195000,2,7276155,7276155
HYUNDAI,STEALLAR,1989,975000,163114,1,1365000,1421354
HYUNDAI,STELLAR,1986,775000,364616,2,1085000,1480903
HYUNDAI,STELLAR,1987,705000,32500,2,951750,1421354
HYUNDAI,STELLAR,1988,1275000,142000,1,1421354,1421354
HYUNDAI,STELLAR,1989,1490000,259000,1,1480903,1480903
HYUNDAI,TERRACAN,2006,7900000,250000,1,8101925,8101925
HYUNDAI,TIBURON,2006,4600000,750000,1,4886231,4886231
HYUNDAI,TRAJET,2000,3800000,155620,4,3888782,3888782
HYUNDAI,TRAJET,2001,3725000,192500,2,3720319,3720319
HYUNDAI,TRAJET,2004,3722500,106250,2,3570720,3570720
HYUNDAI,TRAJET,2005,4890000,198500,1,5175145,5175145
HYUNDAI,TUCSON,2005,3980000,124253,4,4862667,5550395
HYUNDAI,TUCSON,2006,5350000,56750,3,5043750,4865134
HYUNDAI,TUCSON,2007,5475000,175300,2,6405164,6640320
HYUNDAI,TUCSON,2008,5650000,113398,3,5664703,5664703
HYUNDAI,TUCSON,2009,5787500,73509,2,5587407,5587407
HYUNDAI,TUCSON,2011,7857143,141429,7,8101925,8101925
HYUNDAI,TUCSON,2012,8223571,156429,7,8056443,8056443
HYUNDAI,TUCSON,2013,8468750,137475,4,8056443,8056443
HYUNDAI,TUCSON,2014,9733333,140700,3,8099797,8056443
HYUNDAI,VENUE,2019,8780000,76667,3,8056443,8056443
HYUNDAI,VENUE,2020,8825000,62000,2,8056443,8056443
HYUNDAI,VENUE,2025,12700000,18,1,14531806,14531806
ISUZU,BIGHORN,1984,7450000,175000,2,6106376,6106376
ISUZU,BIGHORN,1985,5500000,240000,1,4691426,4451055
ISUZU,BIGHORN,1991,7500000,179000,1,5888637,5888637
ISUZU,BIGHORN,1994,7950000,167000,1,6203191,6203191
ISUZU,BIGHORN,1996,7500000,245000,1,7351757,7351757
ISUZU,BIGHORN,2002,7650000,240000,1,7965395,7965395
ISUZU,CAB,1994,3750000,125000,1,3064650,3064650
ISUZU,DOUBLE,1987,1499000,100,1,1518141,1518141
ISUZU,DOUBLE,1998,5400000,68000,1,5272777,5272777
ISUZU,ELF,1980,1200000,100000,1,1421354,1421354
ISUZU,ELF,1982,1150000,320000,1,1480903,1480903
ISUZU,ELF,1987,1550000,361500,1,1480903,1480903
ISUZU,ELF,1993,6000000,200000,1,4839193,4510406
ISUZU,FARGO,1983,2300000,300000,1,1480903,1480903
ISUZU,FARGO,1985,1580000,41412,1,1421354,1421354
ISUZU,FARGO,1986,2262500,178282,2,1421354,1421354
ISUZU,FARGO,1987,2190000,156000,1,1421354,1421354
ISUZU,FARGO,1988,2675000,150000,2,2575508,2306630
ISUZU,FARGO,1989,2293750,95865,4,1421354,1421354
ISUZU,FARGO,1990,2440000,110834,6,1557672,1557672
ISUZU,FARGO,1991,1700000,55000,1,1421354,1421354
ISUZU,FARGO,1992,2728750,80560,4,1723000,1421354
ISUZU,FARGO,1993,3191250,291216,4,1885000,1480903
ISUZU,FARGO,1994,3058333,196667,3,2456109,2152349
ISUZU,FARGO,1998,3100000,300000,1,3304401,3304401
ISUZU,GEMINI,1978,1050000,425000,1,1470000,1480903
ISUZU,GEMINI,1985,820000,50000,1,1148000,1421354
ISUZU,GEMINI,1988,1049167,133625,6,1421354,1421354
ISUZU,GEMINI,1989,1268000,178691,5,1421354,1421354
ISUZU,GEMINI,1991,1600000,123456,1,1421354,1421354
ISUZU,GEMINI,1992,1775000,295000,2,1480903,1480903
ISUZU,GEMINI,1994,1500000,23500,1,1421354,1421354
ISUZU,JT641,1991,1795000,210000,1,1472300,1472300
ISUZU,KB,1990,3775000,245600,1,3172704,3172704
ISUZU,KB,1995,4250000,180000,1,4225617,4225617
