Make,Model,Year,Average_Price_LKR,Average_Mileage_km,Listings_Count,Predicted_Next_Week_LKR,Predicted_Next_Month_LKR
NISSAN,BLUEBIRD,2006,6375000,171000,1,6182953,6182953
NISSAN,BLUEBIRD,2007,6195000,174500,2,6368577,6368577
NISSAN,BLUEBIRD,2008,4100000,65084,2,5266302,5679759
NISSAN,BLUEBIRD,2010,6575000,215000,2,6564121,6564121
NISSAN,BLUEBIRD,2011,6750000,142000,1,6368577,6368577
NISSAN,BLUEBIRD,2012,8475000,120000,1,7400303,7400303
NISSAN,BOLERO,2009,5075000,11000,1,5423850,5622978
NISSAN,BONGO,1994,3750000,120000,1,3268194,3268194
NISSAN,BONGO,1996,4000000,200000,1,3867698,3867698
NISSAN,BONGO,1998,4990000,246469,1,5314744,5601756
NISSAN,BONGO,1999,5025000,203000,2,5374015,5664228
NISSAN,BONGO,2000,4850000,158514,1,5250674,5443445
NISSAN,BONGO,2003,6000000,224000,1,6559295,6559295
NISSAN,BONGO,2004,5875000,210000,1,6361743,6361743
NISSAN,CALIFORNIA,1983,580000,155000,1,812000,1321575
NISSAN,CALIFORNIA,1984,545000,200000,2,763000,1265065
NISSAN,CALIFORNIA,1985,800000,150000,1,1120000,1421354
NISSAN,CARAVAN,1900,8000000,200000,1,6189152,6189152
NISSAN,CARAVAN,1980,1800000,300000,1,1646261,1646261
NISSAN,CARAVAN,1981,1456250,415622,4,1672134,1672134
NISSAN,CARAVAN,1982,1732284,9000,2,1639195,1639195
NISSAN,CARAVAN,1985,2850000,192500,2,2210972,2210972
NISSAN,CARAVAN,1986,2858333,141594,6,4376574,4472848
NISSAN,CARAVAN,1987,4043750,225045,4,4330037,4330037
NISSAN,CARAVAN,1988,5699000,407673,5,4793327,4547735
NISSAN,CARAVAN,1989,5383333,143333,3,4627410,4390320
NISSAN,CARAVAN,1990,5260000,222375,5,5133871,5530147
NISSAN,CARAVAN,1991,6237500,147366,10,5225419,5225419
NISSAN,CARAVAN,1992,5989062,211486,16,4691426,4451055
NISSAN,CARAVAN,1993,6750000,207942,13,6235273,6235273
NISSAN,CARAVAN,1994,6893704,198934,27,5888637,5888637
NISSAN,CARAVAN,1995,7090000,231553,15,6062618,6062618
NISSAN,CARAVAN,1996,6263426,212451,12,7963193,7963193
NISSAN,CARAVAN,1997,8205682,123325,22,7523254,7523254
NISSAN,CARAVAN,1998,8138750,311105,20,12156667,14881126
NISSAN,CARAVAN,1999,8372059,230095,17,8015606,8015606
NISSAN,CARAVAN,2000,8625000,265474,8,14326667,14881126
NISSAN,CARAVAN,2001,9018750,93015,4,7664674,7664674
NISSAN,CARAVAN,2002,9380000,142602,5,7086240,6941587
NISSAN,CARAVAN,2003,8066667,68603,3,7824394,7664674
NISSAN,CARAVAN,2004,9750000,215000,2,8015606,8015606
NISSAN,CARAVAN,2005,9733333,219485,3,8182639,8015606
NISSAN,CARAVAN,2006,9814286,244443,14,8015606,8015606
NISSAN,CARAVAN,2007,10020455,212909,11,8015606,8015606
NISSAN,CARAVAN,2008,10507500,187845,4,8015606,8015606
NISSAN,CARAVAN,2009,12300000,163000,1,14881126,14881126
NISSAN,CARAVAN,2010,10575000,236500,2,8182639,8015606
NISSAN,CARAVAN,2011,11708000,236400,5,8182639,8015606
NISSAN,CARAVAN,2013,13200000,185000,1,14881126,14881126
NISSAN,CARAVAN,2014,11300000,250000,1,14881126,14881126
NISSAN,CARAVAN,2015,14650000,234000,1,14881126,14881126
NISSAN,CARRY,2023,4950000,8000,1,5314402,5537582
NISSAN,CEDRIC,1988,3000000,210000,1,2730924,2393177
NISSAN,CEDRIC,1994,3300000,176000,1,3121851,3121851
NISSAN,CEDRIC,1995,5275000,145000,1,5359040,5359040
NISSAN,CEDRIC,1997,4650000,140,1,4726937,4726937
NISSAN,CEDRIC,1998,6750000,86000,1,6653619,6653619
NISSAN,CEDRIC,1999,5500000,195000,1,5664228,5664228
NISSAN,CEFIRO,1990,2200000,117000,1,1518141,1518141
NISSAN,CEFIRO,1995,1900000,176000,1,1845925,1845925
NISSAN,CEFIRO,1998,2346667,149333,3,1894793,1894793
NISSAN,CEFIRO,1999,875000,1234,1,1093750,1502007
NISSAN,CEFIRO,2000,3517500,153865,10,3903752,3903752
NISSAN,CEFIRO,2001,3758333,129782,3,3698706,3698706
NISSAN,CEFIRO,2002,3466667,202904,3,3720319,3720319
NISSAN,CEFIRO,2004,5487500,209000,2,6059760,6282235
NISSAN,CEFIRO,2005,7250000,152000,1,6955590,6955590
NISSAN,CEFIRO,2006,6700000,170000,1,6557872,6557872
NISSAN,CEFIRO,2007,6250000,150000,1,6423434,6423434
NISSAN,CEFIRO,2010,11850000,185000,2,14475234,14475234
NISSAN,CHERRY,1981,1300000,131172,2,1421354,1421354
NISSAN,CHERRY,1982,1400000,200000,1,1421354,1421354
NISSAN,CLIPPER,2006,3975000,125000,2,4131658,4131658
NISSAN,CLIPPER,2007,4037500,214325,2,4685514,4685514
NISSAN,CLIPPER,2008,4487500,140800,2,5350595,5547034
NISSAN,CLIPPER,2009,3850000,230000,1,4221400,4221400
NISSAN,CLIPPER,2010,4680000,106500,1,5285750,5479809
NISSAN,CLIPPER,2011,5200000,85000,2,5632962,5632962
NISSAN,CLIPPER,2012,4750000,82400,2,4814303,4814303
NISSAN,CLIPPER,2013,5250000,115368,3,5784636,5784636
NISSAN,CLIPPER,2014,5495000,126869,5,5784636,5784636
NISSAN,CLIPPER,2015,5678636,104090,11,5899437,5899437
NISSAN,CLIPPER,2016,4726364,104169,11,5899437,5899437
NISSAN,CLIPPER,2017,4661667,80446,6,5259333,5784636
NISSAN,CLIPPER,2018,5345000,50062,2,5433480,5661661
NISSAN,CLIPPER,2019,5633333,99667,3,5784636,5784636
NISSAN,CLIPPER,2023,7204231,14878,13,7162309,7162309
NISSAN,CLIPPER,2024,7809524,4450,21,7046906,7046906
NISSAN,CLIPPER,2025,7891250,1351,4,7197375,7197375
NISSAN,CUBE,1999,3300000,159173,1,3635978,3635978
NISSAN,CUBE,2001,4100000,168000,1,4330494,4330494
NISSAN,CUBE,2003,4800000,131000,1,5075382,5075382
NISSAN,CUBE,2006,4290000,198000,1,4483456,4483456
NISSAN,D-21,1988,4675000,700000,1,4041960,4041960
NISSAN,D21,1984,2250000,299999,1,1647381,1647381
NISSAN,D21,1985,2300000,876000,1,1662764,1662764
NISSAN,D21,1986,3175000,5000,2,2381250,1630010
NISSAN,D21,1988,4530000,78901,3,3276317,3108452
NISSAN,D21,1989,5350000,2222,1,4687979,4447785
NISSAN,D21,1990,4112500,72562,2,4358033,4358033
NISSAN,D21,1991,5220000,242070,2,4801551,4801551
NISSAN,D21,1992,5085714,173240,7,4336800,4336800
NISSAN,D21,1993,5766667,242782,3,4722370,4480414
NISSAN,D21,1994,5700000,222222,1,4816090,4569332
NISSAN,D21,1995,2650000,200000,1,1921614,1921614
NISSAN,D21,1996,5937500,235000,2,6742924,6742924
NISSAN,D21,1998,4600000,170000,1,4703907,4703907
NISSAN,D21,1999,4650000,254000,1,4806079,4806079
NISSAN,D22,1997,5500000,239500,2,6883953,7255707
NISSAN,D22,1998,6750000,253333,3,6640320,6640320
NISSAN,D22,1999,6675000,375000,1,6931668,6931668
NISSAN,D22,2001,7000000,300000,1,7255707,7255707
NISSAN,D22,2002,6850000,195000,1,7144502,7144502
NISSAN,D22,2004,8200000,290000,1,8015606,8015606
NISSAN,D22,2005,7950000,165000,1,8015606,8015606
NISSAN,D22,2008,8000000,218500,1,8015606,8015606
NISSAN,D22,2011,8650000,235000,2,8015606,8015606
NISSAN,D22,2012,4700000,175000,2,6580000,8143202
NISSAN,DA17V,2017,5650000,68000,1,5844857,5844857
NISSAN,DASSUN,1980,450000,65000,1,630000,1025360
NISSAN,DASUM,1983,3200000,350000,1,2973585,2973585
NISSAN,DATSUN,1981,1500000,96239,1,1421354,1421354
NISSAN,DATSUN,1982,1833333,105803,3,1421354,1421354
NISSAN,DATSUN,1983,1376667,158596,3,1421354,1421354
NISSAN,DATSUN,1984,2500000,240500,2,1504687,1472300
NISSAN,DATSUN,1985,1675000,264386,1,1472300,1472300
NISSAN,DATSUN,1995,500000,8888,1,675000,1039634
NISSAN,DAYZ,2015,5898333,92628,6,6234185,6234185
NISSAN,DAYZ,2016,5842500,89688,8,6473140,6473140
NISSAN,DAYZ,2017,5202727,87726,11,5462617,5817231
NISSAN,DAYZ,2018,5973000,103689,5,6473140,6473140
NISSAN,DAYZ,2019,6338000,87180,5,6915943,6915943
NISSAN,DAYZ,2022,7600000,20663,1,7741860,7741860
NISSAN,DAYZ,2023,7830641,11503,39,7643013,7643013
NISSAN,DAYZ,2024,7797800,6021,25,7753447,7753447
NISSAN,DAYZ,2025,8304167,3758,6,7703723,7703723
NISSAN,DAZY,2023,7625000,41600,1,8005977,8005977
NISSAN,DBA-SC11,2012,5850000,150268,1,6436869,6436869
NISSAN,DCAB,1981,2200000,214726,1,1421354,1421354
NISSAN,DOCTOR,1982,950000,12580,1,1282500,1421354
NISSAN,DOCTOR,1990,2220000,107985,3,1421354,1421354
NISSAN,DOCTOR,1991,2275000,224242,1,1472300,1472300
NISSAN,DOCTOR,1992,2100000,235728,2,1480903,1480903
NISSAN,DOCTOR,1993,2108750,228750,4,1480903,1480903
NISSAN,DOCTOR,1994,2230000,750,1,1895500,1526167
NISSAN,DOUBLE,1980,1690000,125000,2,1421354,1421354
NISSAN,DOUBLE,1981,1650000,2000,1,1421354,1421354
NISSAN,DOUBLE,1985,1675000,8888,1,1421354,1421354
NISSAN,DUALIS,2007,5983333,182667,3,6603113,6603113
NISSAN,DUALIS,2008,6390000,75400,1,6526318,6526318
NISSAN,E,2017,7900000,98000,1,8143202,8143202
NISSAN,E2,2016,4000000,160000,1,4130146,4130146
NISSAN,E24,1993,7100000,250000,1,5930768,5930768
NISSAN,E25,2001,2175000,69000,1,2021440,2021440
NISSAN,E25,2002,9700000,187485,3,10257056,10414754
NISSAN,E25,2003,8630000,263704,3,8015606,8015606
NISSAN,E25,2004,9812500,250750,4,8015606,8015606
NISSAN,E25,2005,9430000,98323,5,7516845,7363403
NISSAN,E25,2006,9937500,144775,4,7941447,7941447
NISSAN,E25,2007,9294444,138855,9,8106935,7941447
NISSAN,E25,2008,9425000,225000,2,8015606,8015606
NISSAN,E25,2011,9000000,180000,1,8015606,8015606
NISSAN,EA32,1996,3200000,150000,1,3470227,3470227
NISSAN,EMBOSS,1994,4850000,200000,1,4305774,4305774
NISSAN,ENV200,2014,9600000,155000,1,8056443,8056443
NISSAN,EVERY,2024,7590000,7000,1,7753447,7753447
NISSAN,EX,1998,3400000,162000,2,3635978,3635978
NISSAN,EX,1999,4050000,171500,2,3837547,3837547
NISSAN,EX,2001,4225000,242456,2,4604834,4604834
NISSAN,EX,2002,4625000,161500,2,4522599,4522599
NISSAN,EX,2003,4900000,65000,1,5027833,5027833
NISSAN,EX,2008,4850000,176040,1,5283816,5477803
NISSAN,F,1991,2300000,100000,1,1421354,1421354
NISSAN,FB,1993,1780000,86547,1,1421354,1421354
NISSAN,FB,1999,3100000,22222,1,3171526,3171526
NISSAN,FB12,1986,1550000,190000,1,1421354,1421354
NISSAN,FB12,1987,1682500,297500,2,1480903,1480903
NISSAN,FB12,1988,1612500,69226,2,1421354,1421354
NISSAN,FB12,1989,1800000,180536,1,1472300,1472300
NISSAN,FB13,1983,27750000,277015,1,16650000,9948736
NISSAN,FB13,1990,2307857,183388,7,1472300,1472300
NISSAN,FB13,1991,2227083,138800,12,1421354,1421354
NISSAN,FB13,1992,2003500,149636,10,1441000,1421354
NISSAN,FB13,1993,2034375,103331,8,1421354,1421354
NISSAN,FB13,1994,2300625,180154,8,1472300,1472300
NISSAN,FB13,1995,2450000,250000,1,1738340,1738340
NISSAN,FB13,1996,2700000,189610,1,1893991,1893991
NISSAN,FB13,1997,2000000,12345,1,1712607,1712607
NISSAN,FB14,1984,2700000,290000,1,1622933,1622933
NISSAN,FB14,1989,2800000,206000,1,2048212,2048212
NISSAN,FB14,1994,4293750,252621,12,1750000,1480903
NISSAN,FB14,1995,2605000,169691,13,3318251,3318251
NISSAN,FB14,1996,3081111,173253,27,2526508,2526508
NISSAN,FB14,1997,3140357,184441,28,3285204,3285204
NISSAN,FB14,1998,3302857,201966,14,3425999,3425999
NISSAN,FB14,1999,3304375,197014,8,3354486,3354486
NISSAN,FB14,2000,3575000,145250,1,3462900,3462900
NISSAN,FB14,2003,4075000,126700,2,4330429,4330429
NISSAN,FB15,1998,3725000,140255,5,3635978,3635978
NISSAN,FB15,1999,3838182,188664,33,1958990,1916825
NISSAN,FB15,2000,4104123,173044,57,4522599,4522599
NISSAN,FB15,2001,4305172,162676,29,4622697,4622697
NISSAN,FB15,2002,4567000,161455,20,4622697,4622697
NISSAN,FB15,2003,4796250,149793,28,4330494,4330494
NISSAN,FB15,2004,4496875,152697,8,4409236,4409236
NISSAN,FB15,2005,4600000,211397,4,5167668,5167668
NISSAN,FB15,2006,3909000,163200,5,4706752,4706752
NISSAN,FB15,2007,4590000,179000,1,4812541,4812541
NISSAN,FB15EX,1999,3950000,202100,1,3907326,3907326
NISSAN,G,2023,8600000,5000,1,7703723,7703723
NISSAN,G11,2007,6500000,130000,1,6616602,6616602
NISSAN,GC-SK82VN,2022,6000000,225000,1,6636754,6636754
NISSAN,HB,1997,2550000,120000,1,1712607,1712607
NISSAN,HB11,1983,650000,241527,1,910000,1472300
NISSAN,HB11,1984,1056667,125770,9,1421354,1421354
NISSAN,HB11,1985,1223333,185484,6,1421354,1421354
NISSAN,HB12,1986,2150000,240546,1,1472300,1472300
NISSAN,HB12,1987,1453000,115971,5,1421354,1421354
NISSAN,HB12,1990,1650000,142500,1,1421354,1421354
NISSAN,HB15,2002,3700000,200000,1,3720319,3720319
NISSAN,HB310,1979,790000,111111,1,1106000,1421354
NISSAN,HB310,1980,1043333,12982,3,1408500,1421354
NISSAN,HB310,1982,700000,246123,1,980000,1472300
NISSAN,HB310,1983,940000,95000,1,1316000,1421354
NISSAN,HB310,1984,595000,100000,1,833000,1355754
NISSAN,HB310,1989,745000,100000,1,1043000,1421354
NISSAN,HIGH,2023,8700000,5000,1,7703723,7703723
NISSAN,HIGHWAY,2016,6300000,102224,1,6877191,6877191
NISSAN,HIGHWAY,2024,7850000,3000,1,7743053,7743053
NISSAN,JUKE,2010,7950000,136000,1,8015606,8015606
NISSAN,JUKE,2011,7200000,116000,1,7188578,7188578
NISSAN,JUKE,2012,7250000,144000,2,7292673,7292673
NISSAN,JUKE,2013,6900000,158000,1,7292673,7292673
NISSAN,JUKE,2020,13368750,43750,4,14743448,14743448
NISSAN,K-12,2004,3900000,188000,1,3972489,3972489
NISSAN,K10,1986,1215000,202500,2,1472300,1472300
NISSAN,K10,1987,1250000,100000,1,1421354,1421354
NISSAN,K10,1990,1370000,165699,2,1421354,1421354
NISSAN,K12,2002,3490000,142000,1,3698706,3698706
NISSAN,K13,2010,5800000,157000,1,6167830,6167830
NISSAN,KICKSXSTYLE,2024,14400000,8000,1,14715159,14715159
NISSAN,LAFESTA,2013,8800000,125000,1,8056443,8056443
NISSAN,LARGO,1987,2125000,143000,2,1421354,1421354
NISSAN,LARGO,1988,1425000,182500,2,1421354,1421354
NISSAN,LARGO,1989,2141667,173104,3,1421354,1421354
NISSAN,LARGO,1991,1765000,259190,5,1513479,1480903
NISSAN,LARGO,1992,1850000,150563,1,1421354,1421354
NISSAN,LARGO,1994,3462500,71884,2,2077500,1977338
NISSAN,LARGO,1995,2650000,200000,1,1728241,1728241
NISSAN,LARGO,1997,4700000,200000,1,4731636,4731636
NISSAN,LAUREL,1989,1300000,123,1,1421354,1421354
NISSAN,LEAF,2008,6950000,109000,1,6977026,6977026
NISSAN,LEAF,2012,5327273,98619,11,5500138,5731117
NISSAN,LEAF,2013,6107000,106137,25,5125442,4918873
NISSAN,LEAF,2014,6460294,107807,17,6600021,6877191
NISSAN,LEAF,2015,6090000,69517,5,6058073,6058073
NISSAN,LEAF,2016,5650000,100000,1,5899437,5899437
NISSAN,LEAF,2018,12050000,339000,2,14797742,14797742
NISSAN,LEAF,2022,13500000,26000,1,14483158,14483158
NISSAN,LEAF,2024,16995000,15000,1,14660837,14660837
NISSAN,LH,1983,1090000,1111,1,1362500,1421354
NISSAN,LH13,1988,600000,1234,1,750000,1029948
NISSAN,LION,2002,6087500,183534,2,6145200,6145200
NISSAN,LION,2007,7250000,156000,1,7352056,7352056
NISSAN,LION,2014,7350000,165000,1,7448390,7448390
NISSAN,LION,2015,8000000,150000,1,8056443,8056443
NISSAN,LITEACE,1990,3140000,220,1,2669000,2306630
NISSAN,LUCINO,1995,2595000,274015,1,1738340,1738340
NISSAN,MAGNITE,2025,8912586,2519,29,7703723,7703723
NISSAN,MARCH,1986,1130000,165458,4,1518141,1518141
NISSAN,MARCH,1987,1376667,68334,3,1518141,1518141
NISSAN,MARCH,1989,1317500,163364,4,1518141,1518141
NISSAN,MARCH,1990,1287500,18065,4,1518141,1518141
NISSAN,MARCH,1991,1335000,123,2,1518141,1518141
NISSAN,MARCH,1992,2222500,167451,2,1572556,1572556
NISSAN,MARCH,1993,2164000,143460,5,1518141,1518141
NISSAN,MARCH,1994,2237500,182000,2,1572556,1572556
NISSAN,MARCH,1995,6214714,169153,7,2022963,2022963
NISSAN,MARCH,1996,2742500,122529,6,1821251,1782051
NISSAN,MARCH,1997,2718000,131537,10,1829227,1829227
NISSAN,MARCH,1998,2918750,112817,8,1869466,1829227
NISSAN,MARCH,1999,3075385,168966,13,3638033,3638033
NISSAN,MARCH,2000,3400290,166913,31,3213632,3213632
NISSAN,MARCH,2001,3243281,142822,32,3698706,3698706
NISSAN,MARCH,2002,3447967,162453,30,2454200,3698706
NISSAN,MARCH,2003,3599286,144532,21,4332942,4332942
NISSAN,MARCH,2004,3521333,143947,15,3213632,3213632
NISSAN,MARCH,2005,2200000,143689,2,2001908,1958819
NISSAN,MARCH,2006,2332500,44117,2,1932637,1891038
NISSAN,MARCH,2007,4123333,129830,15,4058680,4058680
NISSAN,MARCH,2008,4769545,126650,11,5253605,5446483
NISSAN,MARCH,2009,4675000,114500,2,5337509,5533467
NISSAN,MARCH,2010,4790833,120667,6,5253605,5446483
NISSAN,MARCH,2011,4298333,117333,3,4785024,4785024
NISSAN,MARCH,2021,3400000,165000,1,3867968,3867968
NISSAN,MOCO,2015,5606667,145733,3,5784636,5784636
NISSAN,MODEL,1992,2400000,150000,1,1440000,1421354
NISSAN,MURANO,2004,4980000,116000,2,6972000,7670041
NISSAN,N16,1999,1350000,270000,1,1890000,1916825
NISSAN,N16,2000,3862237,179463,38,5204905,5204905
NISSAN,N16,2001,4188708,176590,24,3933999,3933999
NISSAN,N16,2002,4080000,186372,17,3933999,3933999
NISSAN,N16,2003,4300000,169686,14,4409236,4409236
NISSAN,N16,2004,4066500,194200,10,3886985,3972489
NISSAN,N16,2005,4433333,131667,3,4622697,4622697
NISSAN,N16,2006,4616667,178667,3,4706752,4706752
NISSAN,N16,2007,4698000,182018,5,5431492,5630900
NISSAN,N16,2008,4990000,187000,2,5321890,5517275
NISSAN,N16,2012,5375000,148000,1,5659588,5659588
NISSAN,N16,2023,5000000,180000,1,5321890,5545384
NISSAN,N17,2003,4358333,190320,3,4780427,4780427
NISSAN,N17,2004,4440556,224644,9,4577370,4577370
NISSAN,N17,2005,4790000,192520,1,5364723,5561680
NISSAN,N17,2007,4850000,94055,2,5250674,5443445
NISSAN,N17,2008,5038333,173075,3,5403380,5601756
NISSAN,N17,2010,6200000,150000,1,6559295,6559295
NISSAN,N17,2011,5525000,164000,2,5717122,5717122
NISSAN,N17,2012,5350000,90000,1,5624090,5624090
NISSAN,N17FG,2003,4985000,148000,1,5288510,5482669
NISSAN,NAVARA,2002,685000,147500,1,959000,1560826
NISSAN,NAVARA,2005,5800000,163000,1,6110767,6110767
NISSAN,NAVARA,2006,6958333,165519,3,7369111,7369111
NISSAN,NAVARA,2007,6180217,147490,23,7148299,7148299
NISSAN,NAVARA,2008,5170001,164400,5,6505622,6892828
NISSAN,NAVARA,2010,6062500,179676,4,6404242,6404242
NISSAN,NAVARA,2012,4600000,114117,2,6440000,7961117
NISSAN,NAVARA,2013,2285000,120000,1,2085021,2085021
NISSAN,NAVARA,2018,16850000,152000,1,14797742,14797742
NISSAN,NISSAN,1980,460000,60000,1,644000,1048146
NISSAN,NISSAN,1981,385000,250000,1,539000,877252
NISSAN,NISSAN,1985,1362500,3395,2,1518141,1518141
NISSAN,NISSAN,1986,1743333,82163,3,2440667,2463700
NISSAN,NISSAN,1988,3400000,7000,1,2914856,2554361
NISSAN,NISSAN,1992,2225000,123,1,1891250,1522745
NISSAN,NISSAN,1994,6350000,3000,1,5397500,4880398
NISSAN,NISSAN,1995,3800000,305656,1,3784790,3784790
NISSAN,NISSAN,1997,6550000,166000,1,6356857,6356857
NISSAN,NISSAN,1999,3750000,350000,1,3847343,3847343
NISSAN,NISSAN,2000,4600000,156000,2,5078250,5078250
NISSAN,NISSAN,2010,7845000,92506,2,7584898,7584898
NISSAN,NISSAN,2011,4450000,850000,1,4785024,4785024
NISSAN,NISSAN,2015,9900000,180000,1,7836698,7836698
NISSAN,NOTE,2007,4400000,156000,1,4920941,4920941
NISSAN,NOTE,2012,5100000,150000,1,5582781,5817231
NISSAN,NOTE,2016,7500000,105000,1,7448390,7448390
NISSAN,NOTE,2017,8450000,106500,2,8056443,8056443
NISSAN,NOTE,2024,12575000,3330,2,14531806,14531806
NISSAN,NT100,2023,4890000,8600,1,5314402,5537582
NISSAN,NT30,2005,7250000,189650,1,7352056,7352056
NISSAN,NV,2008,4050000,161896,2,4685514,4685514
NISSAN,NV,2012,4100000,136953,1,4685514,4685514
NISSAN,NV,2013,8250000,190119,2,11550000,14797742
NISSAN,NV,2014,5087500,136690,2,5439476,5667908
NISSAN,NV,2015,10600000,236000,1,8180576,8011300
NISSAN,NV,2016,9255000,134667,3,6501494,6401225
NISSAN,NV,2018,5950000,85650,1,6436869,6436869
NISSAN,NV,2023,7847500,302850,2,8097573,8097573
NISSAN,NV100,2017,7300000,61970,2,7379479,7379479
NISSAN,NV100,2018,5017500,95000,2,3010500,2096770
NISSAN,NV100,2025,7350000,35,1,7237931,7237931
NISSAN,NV200,2009,8180000,183360,3,8015606,8015606
NISSAN,NV200,2011,8950000,120000,2,8015606,8015606
NISSAN,NV200,2012,8918750,57934,4,7561583,7561583
NISSAN,NV200,2013,9800000,119416,2,8182639,8056443
NISSAN,NV200,2014,9900000,131667,3,8056443,8056443
NISSAN,NV200,2015,10200000,75000,1,7721197,7721197
NISSAN,NV200,2016,10750000,112500,2,14881126,14881126
NISSAN,NV200,2018,12950000,44000,2,14564769,14564769
NISSAN,NV350,2013,14800000,127000,1,15352145,15352145
NISSAN,NV350,2016,16200000,198250,1,15352145,15352145
NISSAN,NV350,2017,15500000,145150,1,15352145,15352145
NISSAN,NV350KDH,2016,14250000,350000,1,15352145,15352145
NISSAN,NX,1991,2975000,169000,1,2371120,2077872
NISSAN,ORAGINAL,1993,3150000,200000,1,2726508,2389307
NISSAN,OTTI,2008,4500000,283000,1,4886231,4886231
NISSAN,PATROL,1982,2995000,1,1,2734525,2396332
NISSAN,PATROL,1984,8550000,123,1,7267500,6324066
NISSAN,PATROL,1985,8500000,164000,1,6207382,6207382
NISSAN,PATROL,1995,14000000,200000,1,14906396,14906396
NISSAN,PATROL,2000,15500000,2,1,14991769,14991769
NISSAN,PATROL,2003,11500000,145000,1,15025775,15025775
NISSAN,PATROL,2007,21500000,1,1,18275000,14991769
NISSAN,PATROL,2008,22500000,235000,1,15352145,15352145
NISSAN,PATROL,2013,28500000,75002,2,17100000,15025775
NISSAN,PEAESA,1999,3850000,200000,1,3907326,3907326
NISSAN,PRESEA,1991,3200000,224000,1,2767834,2425522
NISSAN,PRESEA,1992,2310000,168500,2,1472300,1472300
NISSAN,PRESEA,1995,3033333,137767,3,2379183,2379183
NISSAN,PRESEA,1996,2875000,12345,1,2321074,2321074
NISSAN,PRESEA,1997,2825000,194800,5,3285204,3285204
NISSAN,PRESEA,2000,3900000,198000,1,3697963,3697963
NISSAN,PRESEA,2002,3650000,1111,1,3343073,3343073
NISSAN,PRESIDENT,1994,9800000,52000,1,6189152,6189152
NISSAN,PRIMASTAR,2007,6510000,157600,2,6892828,6892828
NISSAN,PRIMASTAR,2013,4533333,87333,3,6026582,6417807
NISSAN,PRIMERA,1995,3200000,261720,1,3490505,3490505
NISSAN,PRIMERA,1998,3250000,12345,1,3512147,3512147
NISSAN,PRIMERA,1999,4150000,168000,1,4261866,4261866
NISSAN,PRIMERA,2001,3797500,163720,4,3903752,3903752
NISSAN,PRIMERA,2002,2425000,100004,2,3395000,3570720
NISSAN,PRIMERA,2003,3950000,150000,1,3903752,3903752
NISSAN,PRIMERA,2004,3400000,126000,1,3698706,3698706
NISSAN,PULSAR,1984,720000,220000,1,1008000,1572556
NISSAN,PULSAR,1986,500000,120000,1,700000,1139289
NISSAN,PULSAR,1989,1700000,107500,2,1518141,1518141
NISSAN,PULSAR,1990,1850000,50000,1,1518141,1518141
NISSAN,PULSAR,1991,2200000,135000,1,1518141,1518141
NISSAN,PULSAR,1992,2150000,189765,1,1572556,1572556
NISSAN,PULSAR,1993,1890000,26000,1,1518141,1518141
NISSAN,PULSAR,1996,2800000,220000,1,2582993,2582993
NISSAN,PULSAR,1997,3045000,211707,7,3582910,3582910
NISSAN,PULSAR,1998,3306250,91134,4,3512147,3512147
NISSAN,PULSAR,1999,3168333,147225,6,3638033,3638033
NISSAN,PULSAR,2000,3516667,146835,9,3698706,3698706
NISSAN,PULSAR,2002,3450000,175434,1,3720319,3720319
NISSAN,PULSAR,2004,3550000,257000,1,3720319,3720319
NISSAN,QASHQAI,2018,13200000,55833,6,15210110,15210110
NISSAN,QASHQAI,2019,14800000,56000,1,15352145,15352145
NISSAN,QD,1996,9250000,235860,1,7951922,7951922
NISSAN,QD32,2004,9200000,340000,1,8015606,8015606
NISSAN,QG18,2001,3750000,350,1,3754219,3754219
NISSAN,RASHEEN,1995,3950000,200000,1,3738575,3738575
NISSAN,RIO,2023,8350000,6500,1,7703723,7703723
NISSAN,ROOX,2023,8454318,19752,22,7721197,7721197
NISSAN,ROOX,2024,8570833,6309,12,7703723,7703723
NISSAN,ROOX,2025,9175000,1044,6,7703723,7703723
NISSAN,RZ1,1987,1700000,144000,1,1421354,1421354
NISSAN,SAKURA,2023,7850000,9800,1,7786684,7786684
NISSAN,SAKURA,2024,7995000,5000,2,7703723,7703723
NISSAN,SALOON,1983,1650000,200000,1,1421354,1421354
NISSAN,SALOON,2001,4000000,200000,1,3697963,3697963
NISSAN,SB13,1991,2000000,235000,2,1472300,1472300
NISSAN,SB13,1992,2050000,12345,2,1537500,1421354
NISSAN,SB13,1993,2350000,150000,1,1421354,1421354
NISSAN,SB14,1994,650000,135000,1,910000,1421354
NISSAN,SB14,1996,2750000,123456,1,2321074,2321074
NISSAN,SB14,1997,2575000,125001,2,1712607,1712607
NISSAN,SB14,1998,2942500,109000,2,2434929,2382520
NISSAN,SB14,1999,3325000,174000,2,3285204,3285204
NISSAN,SB15,2001,4290000,181000,1,4535021,4535021
NISSAN,SB15,2003,4800000,130000,1,5250674,5443445
NISSAN,SD22,1983,1250000,55555,1,1421354,1421354
NISSAN,SD23,1984,1325000,1111,1,1421354,1421354
NISSAN,SD23,1985,2975000,1234,1,2528750,2077872
NISSAN,SERENA,1993,2825000,226428,3,1695000,1472300
NISSAN,SERENA,1994,2887500,249136,2,2417287,2164927
NISSAN,SERENA,1995,3075000,214122,2,2471515,2418318
NISSAN,SERENA,1996,3105000,188264,7,2404268,2404268
