Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,SUZUKI,5AA-HA97S,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,1,5AA-HA97S,/ ALTO
CAR,DAIHATSU,5BA-LA650S TANTO,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,5BA-LA650S,TANTO
CAR,TOYOTA,6AA-MXPJ10,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,1,6AA-MXPJ10,/YARIS
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL/ELE,658.0,GAMPAHA,RECONDITIONED,6,5AA-MH95S,WAGON R
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,AMPARA,RECONDITIONED,11,6AA-RV5,VEZEL
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,10,5BA-LA350S,MIRA
CAR,TOYOTA,6AA-MXPK11 AQUA,JAPAN,PETROL/ELE,1490.0,GAMPAHA,RECONDITIONED,3,6AA-MXPK11,AQUA
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,3,6AA-MXPJ10,YARIS
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,5,3BA-DA17W,EVERY
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,650.0,GALLE,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,657.0,GALLE,RECONDITIONED,1,5BA-MH85S,WAGON R
CAR,HONDA,CITY RS,THAILAND,PETROL,988.0,KALUTARA,RECONDITIONED,6,,CITY RS
CAR,LEXUS,6AA-MAYH10 LBX,JAPAN,PETROL/ELE,1490.0,MATARA,RECONDITIONED,1,6AA-MAYH10,LBX
CAR,TOYOTA,3DA-FJA300W,JAPAN,DIESEL,3340.0,COLOMBO,RECONDITIONED,1,3DA-FJA300W,Unknown
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL/ELE,657.0,JAFFNA,RECONDITIONED,1,4AA-MH55S,WAGON R
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1498.0,COLOMBO,RECONDITIONED,3,6AA-RV5,VEZEL
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2,5BA-LA350S,MIRA
CAR,HONDA,6AA-RV5-VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,3,6AA-RV5-VEZEL,Unknown
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,17,5AA-MH95S,WAGON R
CAR,TOYOTA,6AA-NKE165,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,1,6AA-NKE165,AX10
CAR,TOYOTA,5BA-M700A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,5BA-M700A,PASSO
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,1,5AA-MK94S,Unknown
