Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,TOYOTA,YARIS ATIV,THAILAND,PETROL,1197.0,GAMPAHA,RECONDITIONED,4,,YARIS ATIV
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,POLONNARUWA,RECONDITIONED,2,4BA-M900A,ROOMY
CAR,SUZUKI,4AA-MN71S XBEE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,3,4AA-MN71S,XBEE
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,7,3BD-DA17V,EVERY
CAR,TOYOTA,YARIS ATIV,THAILAND,PETROL,1197.0,ANURADHAPURA,RECONDITIONED,1,,YARIS ATIV
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,1,5BA-MH85S,WAGON  R
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,6,5BD-DA17V,EVERY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,3,5AA-MH95S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,PUTTALAM,RECONDITIONED,3,5AA-A202A,RAIZE
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,3,3BA-HA37S,ALTO
CAR,KIA,EV5,THAILAND,ELECTRIC,160.0,KURUNEGALA,RECONDITIONED,1,,EV5
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,656.0,PUTTALAM,RECONDITIONED,1,3BD-DA17V,EVERY
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,MATALE,RECONDITIONED,1,3BA-TRJ250W,4WD VX
CAR,TOYOTA,6BA-MXUA80 HARRIER,JAPAN,PETROL,1986.0,COLOMBO,RECONDITIONED,7,6BA-MXUA80,HARRIER
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2,5BA-KSP210,YARIS
CAR,B.M.W.,3AA-22EH30 740I,GERMANY,PETROL,2996.0,GAMPAHA,RECONDITIONED,1,3AA-22EH30,740I
CAR,MERCEDES BENZ,5AA-118384M CLA 180,GERMANY,PETROL,1332.0,COLOMBO,RECONDITIONED,1,5AA-118384M,CLA 180
CAR,NISSAN,5AA-B44A,JAPAN,PETROL,659.0,GAMPAHA,RECONDITIONED,1,5AA-B44A,ROOX X
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,5,3BA-NGX10,C-HR
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,3,3BA-DA17W,EVERY
CAR,HONDA,CITY GRADE RS,THAILAND,PETROL,988.0,PUTTALAM,RECONDITIONED,1,,CITY GRADE RS
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,3,5BD-DR17V,CLIPPER
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,28,5BD-DA17V,EVERY
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,32,6AA-MXPJ10,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,7,5BA-KSP210,YARIS
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1197.0,AMPARA,RECONDITIONED,1,5AA-ZCEDS,SWIFT
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,3,3BA-A210A,RAIZE
