Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,GALLE,RECONDITIONED,3,,ALMERA
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,3,4AA-MH55S,WAGON R
CAR,DAIHATSU,5BA-LA350S,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2,5BA-LA350S,MIRA ES
CAR,MAZDA,5AA-MJ95S  FLAIR,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,5AA-MJ95S,FLAIR
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,8,3BA-DA17W,EVERY
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2,6AA-MXPJ10,YARIS
CAR,SUZUKI,4AA-MK53S SPACIA,JAPAN,PETROL/ELE,658.0,KANDY,RECONDITIONED,1,4AA-MK53S,SPACIA
CAR,NISSAN,4AA-B45W DAYZ,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,3,4AA-B45W,DAYZ
COMMERCIAL,TOYOTA,3DF-GDH223B,JAPAN,DIESEL,2754.0,PUTTALAM,RECONDITIONED,1,3DF-GDH223B,LETNY
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,1,5BA-M900S,THOR
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,2,,PCX
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,14,5AA-MH95S,WAGON R
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,MATALE,RECONDITIONED,1,3BA-TRJ250W,VX
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,18,3BA-TRJ250W,VX
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,1,5BA-LA350S,MIRA
CAR,TOYOTA,6AA-ZVG13  COROLLA,JAPAN,PETROL/ELE,1797.0,KURUNEGALA,RECONDITIONED,1,6AA-ZVG13,COROLLA
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,6,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,20,5BA-KSP210,YARIS
CAR,TOYOTA,6AA-ZVG13,JAPAN,PETROL/ELE,1797.0,COLOMBO,RECONDITIONED,1,6AA-ZVG13,Unknown
DUAL PURPOSE (COMMERCIAL),TMT,3DF-GUN125 HILUX,THAILAND,DIESEL,2393.0,KANDY,RECONDITIONED,1,3DF-GUN125,HILUX
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,5,5BA-M900A,ROOMY
