Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,9,,PCX 160
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,ANURADHAPURA,RECONDITIONED,1,,HILUX REVO
CAR,SUZUKI,5AA-MK53S SPACIA,JAPAN,PETROL/ELE,658.0,JAFFNA,RECONDITIONED,1,5AA-MK53S,SPACIA
CAR,SUZUKI,5AA-MK53S SPACIA,JAPAN,PETROL/ELE,658.0,KALUTARA,RECONDITIONED,2,5AA-MK53S,SPACIA
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,POLONNARUWA,RECONDITIONED,1,,HILUX REVO
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,5AA-MK94S,SPECIA
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,1,5AA-MK94S,SPECIA
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL,657.0,GAMPAHA,RECONDITIONED,1,5AA-MK94S,SPECIA
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL,657.0,KURUNEGALA,RECONDITIONED,1,5AA-MK94S,SPECIA
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,156.0,PUTTALAM,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,125.0,COLOMBO,RECONDITIONED,1,,PCX 125
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,422.0,MATARA,RECONDITIONED,1,,K600
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL/ELE,658.0,TRINCOMALEE,RECONDITIONED,1,5AA-MK94S,SPECIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,BADULLA,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,3,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,2,5AA-MK94S,SPACIA
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,3,,PCX 125
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,2,5AA-MK94S,SPACIA
LAND VEHICLE (SMALL),KUBOTA,K550,JAPAN,DIESEL,375.0,JAFFNA,RECONDITIONED,2,,K550
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,KALUTARA,RECONDITIONED,2,,HILUX REVO ROCCO
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,657.0,COLOMBO,RECONDITIONED,2,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,GALLE,RECONDITIONED,2,5AA-MK94S,SPACIA
PRIMER MOVER,MAN,TGX26.470,UNITED KINGDOM,DIESEL,12419.0,GAMPAHA,RECONDITIONED,1,,TGX26.470
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,3,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,GAMPAHA,RECONDITIONED,3,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,657.0,GAMPAHA,RECONDITIONED,1,5AA-MK94S,SPACIA
MOTOR LORRY (COMMERCIAL),HINO,TKG-XZU605M DUTRO,JAPAN,DIESEL,4000.0,GALLE,RECONDITIONED,1,TKG-XZU605M,DUTRO
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,3,5AA-MK94S,SPACIA
OTHER SPECIAL PURPOSE VEHICLE,TOYOTA,QDF-KDH201V HIACE,JAPAN,DIESEL,2982.0,MULLATIVU,RECONDITIONED,1,QDF-KDH201V,HIACE
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,GAMPAHA,RECONDITIONED,1,,PCX
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,MATALE,RECONDITIONED,2,8BK-KF47,Unknown
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,650.0,HAMBANTOTA,RECONDITIONED,1,5AA-MK94S,SPACIA
MOTOR CYCLE,YADEA,E10,CHINA,ELECTRIC,0.4,KEGALLE,RECONDITIONED,1,,E10
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,JAFFNA,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,KALUTARA,RECONDITIONED,4,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,656.0,KANDY,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,KANDY,RECONDITIONED,1,5AA-MK94S,SPACIA
DUAL PURPOSE (COMMERCIAL),TOYOTA,TUNDRA,AUSTRALIA,PETROL,3445.0,COLOMBO,RECONDITIONED,1,,TUNDRA
SPECIAL PURPOSE VEHICLE,MITSUBISHI,MG230 MOTOR GRADER,JAPAN,DIESEL,4940.0,JAFFNA,RECONDITIONED,1,,MG230 MOTOR GRADER
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,657.0,KANDY,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,657.0,KURUNEGALA,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,KURUNEGALA,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,MONERAGALA,RECONDITIONED,2,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,MULLATIVU,RECONDITIONED,1,5AA-MK94S,SPACIA
MOTOR CYCLE,HONDA,SUPER CUB C125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,1,,SUPER CUB C125
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,MULLATIVU,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,657.0,TRINCOMALEE,RECONDITIONED,1,5AA-MK94S,SPACIA
CAR,SUZUKI,5AA-MK94S SPECIA,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,5AA-MK94S,SPECIA
CAR,SUZUKI,5AA-MR92S,JAPAN,PETROL,657.0,GAMPAHA,RECONDITIONED,1,5AA-MR92S,SEDAN
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,4,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL/ELE,658.0,GAMPAHA,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL/ELE,658.0,HAMBANTOTA,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL/ELE,656.0,PUTTALAM,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL/ELE,658.0,RATNAPURA,RECONDITIONED,2,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MR92S SEDAN,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,5AA-MR92S,SEDAN
CAR,MAZDA,5AA-MS92S,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,5AA-MS92S,Unknown
CAR,HONDA,5AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,1,5AA-RV5,VEZEL
CAR,LEXUS,5AA-TALH17 F SPORT,JAPAN,PETROL/ELE,2393.0,BADULLA,RECONDITIONED,1,5AA-TALH17,F SPORT
CAR,LEXUS,5AA-TAWH15W,JAPAN,PETROL/ELE,2393.0,COLOMBO,RECONDITIONED,1,5AA-TAWH15W,Unknown
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL/ELE,1190.0,COLOMBO,RECONDITIONED,2,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL/ELE,1196.0,COLOMBO,RECONDITIONED,2,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1190.0,COLOMBO,RECONDITIONED,1,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL/ELE,1197.0,COLOMBO,RECONDITIONED,1,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL/ELE,1190.0,GAMPAHA,RECONDITIONED,1,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,1,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1197.0,PUTTALAM,RECONDITIONED,1,5AA-ZCEDS,SWIFT
CAR,SUZUKI,5AA-ZDEDS SWIFT,JAPAN,PETROL,1196.0,MATARA,RECONDITIONED,1,5AA-ZDEDS,SWIFT
CAR,TOYOTA,5B-KSP210 YARIS,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,1,5B-KSP210,YARIS
CAR,TOYOTA,5BA KSP 210 YARIS,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,1,,5BA KSP 210 YARIS
CAR,TOYOTA,5BA KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,1,,5BA KSP210 YARIS
CAR,TOYOTA,5BA KSP210 YARIS,JAPAN,PETROL,990.0,PUTTALAM,RECONDITIONED,1,,5BA KSP210 YARIS
CAR,TOYOTA,5BA LA350A PIXIS,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,1,,5BA LA350A PIXIS
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,JAFFNA,RECONDITIONED,1,,HILUX REVO ROCCO
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,PETROL,2956.0,MATARA,RECONDITIONED,1,,RANGER RAPTOR
MOTOR CYCLE,HONDA,PCX125,JAPAN,PETROL,125.0,GAMPAHA,RECONDITIONED,1,,PCX125
CAR,DAIHATSU,5BA LA350S MIRA,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,1,,5BA LA350S MIRA
CAR,TOYOTA,5BA M900A ROOMY,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,1,,5BA M900A ROOMY
CAR,SUZUKI,5BA MH85S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,3,,5BA MH85S WAGON R
CAR,SUZUKI,5BA MH85S WAGON R,JAPAN,PETROL,657.0,KALUTARA,RECONDITIONED,1,,5BA MH85S WAGON R
CAR,SUZUKI,5BA MH85S WAGON R,JAPAN,PETROL,656.0,MATARA,RECONDITIONED,1,,5BA MH85S WAGON R
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,2,,LOW BED TRAILER
CAR,SUZUKI,5BA- MH85S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,5BA- MH85S WAGON R
CAR,TOYOTA,5BA-A201A,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2,5BA-A201A,Unknown
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,BADULLA,LOCALLY BUILT,1,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,1,,TRACTOR  TRAILER
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,1,,G6
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,2,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,6,,ZL
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,AMPARA,BRAND NEW,5,,E-MOTOR CYCLE
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,MONERAGALA,BRAND NEW,3,,MNK3
CAR,TOYOTA,5BA-A201A  RAIZE,JAPAN,PETROL,1196.0,RATNAPURA,RECONDITIONED,1,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,AMPARA,RECONDITIONED,1,5BA-A201A,RAIZE
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,5,,WSP
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,KURUNEGALA,BRAND NEW,28,,RUIBIN
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,10,,TK 10
MOTOR CYCLE,DASTOL,DW-28,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,14,DW-28,Unknown
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,KILINOCHCHI,BRAND NEW,6,,RUIBIN
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,KURUNEGALA,BRAND NEW,1,,IQUBE
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,GALLE,BRAND NEW,19,,RE 4S AUTORICKSHOW
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,COLOMBO,BRAND NEW,11,,M-MKK-Z30LJ-12-C
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,GAMPAHA,BRAND NEW,64,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,KALUTARA,BRAND NEW,27,,RE 4S AUTORICKSHOW
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,ANURADHAPURA,BRAND NEW,13,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,MANNAR,BRAND NEW,4,,45DI
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,BADULLA,RECONDITIONED,1,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,BATTICALOA,RECONDITIONED,1,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1190.0,COLOMBO,RECONDITIONED,2,5BA-A201A,RAIZE
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,KEGALLE,BRAND NEW,1,RV125-2,Unknown
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,2,,G18
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,BADULLA,BRAND NEW,1,,ZL
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,HAMBANTOTA,BRAND NEW,3,,SP 155
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,ANURADHAPURA,BRAND NEW,5,,SP 155
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,11,5BA-A201A,RAIZE
LAND VEHICLE,KIOTI,DS4510,SOUTH KOREA,DIESEL,2197.0,HAMBANTOTA,BRAND NEW,1,,DS4510
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,2,,ZL
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,GALLE,BRAND NEW,2,,MYT
LAND VEHICLE,NEW HOLLAND,4710,INDIA,DIESEL,2700.0,ANURADHAPURA,BRAND NEW,4,,4710
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,MATALE,BRAND NEW,18,,T5
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,GALLE,RECONDITIONED,2,5BA-A201A,RAIZE
MOTOR CYCLE,YADEA,EZEEGO,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2,,EZEEGO
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,POLONNARUWA,BRAND NEW,9,,45DI
MOTOR CYCLE,TAILG,RED RABBIT,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,1,,RED RABBIT
SPECIAL PURPOSE VEHICLE,CATERPILLAR,426,INDIA,DIESEL,4400.0,COLOMBO,BRAND NEW,2,,426
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,2,ELO-07,Unknown
LAND VEHICLE,NEW HOLLAND,4710,INDIA,DIESEL,2700.0,MULLATIVU,BRAND NEW,1,,4710
LAND VEHICLE,NEW HOLLAND,3230 TX 2WD,INDIA,DIESEL,2700.0,KURUNEGALA,BRAND NEW,1,,3230 TX 2WD
LAND VEHICLE,EURO TRAC,240 4WD,UNITED KINGDOM,DIESEL,2500.0,VAVUNIYA,BRAND NEW,1,,240 4WD
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,POLONNARUWA,BRAND NEW,5,,YUVO TECH PLUS 575DI
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,KALUTARA,BRAND NEW,4,,WSP
MOTOR CYCLE,VMOTO,CITI,CHINA,ELECTRIC,2.0,NUWARA-ELIYA,BRAND NEW,1,,CITI
LAND VEHICLE (SMALL),LAND FORCE,RK125,THAILAND,DIESEL,624.0,TRINCOMALEE,BRAND NEW,1,,RK125
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,KILINOCHCHI,BRAND NEW,1,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,PUTTALAM,BRAND NEW,3,,45DI
MOTOR CYCLE,LUYUAN,MS70 Z23E,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,2,,MS70 Z23E
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,TRINCOMALEE,BRAND NEW,5,,YM358R
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,6,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,KALUTARA,RECONDITIONED,1,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,KANDY,RECONDITIONED,2,5BA-A201A,RAIZE
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,BADULLA,BRAND NEW,2,EK3-471,4WD
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,KALUTARA,BRAND NEW,1,,450X
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,KURUNEGALA,RECONDITIONED,2,5BA-A201A,RAIZE
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHAW,INDIA,PETROL,237.0,COLOMBO,BRAND NEW,14,,RE 4S AUTORICKSHAW
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,2,,ZS
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,AMPARA,BRAND NEW,1,,XGW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHAW,INDIA,PETROL,237.0,HAMBANTOTA,BRAND NEW,2,,RE 4S AUTORICKSHAW
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,BADULLA,BRAND NEW,2,,T 9
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KURUNEGALA,BRAND NEW,1,,CT 100 ES
LAND VEHICLE,TAFE,7250.DI,INDIA,DIESEL,2500.0,AMPARA,BRAND NEW,1,,7250.DI
SINGLE CAB,MAHINDRA,BOLERO CITY PICKUP,INDIA,DIESEL,2523.0,JAFFNA,BRAND NEW,1,,BOLERO CITY PICKUP
TRACTOR TRAILER/BOWSER,NIROSH TRAILER,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,COLOMBO,BRAND NEW,1,,TRACTOR TRAILER
LAND VEHICLE (SMALL),LAND FORCE,GN121,THAILAND,DIESEL,624.0,POLONNARUWA,BRAND NEW,1,,GN121
MOTOR CYCLE,TVS,TVS RAIDER 125,SRI LANKA,PETROL,124.79,KANDY,BRAND NEW-L/ASSEMBLE,16,,TVS RAIDER 125
MOTOR CYCLE,TVS,TVS RAIDER 125,SRI LANKA,PETROL,124.79,BADULLA,BRAND NEW-L/ASSEMBLE,20,,TVS RAIDER 125
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.79,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,32,,NTORQ 125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MATARA,BRAND NEW-L/ASSEMBLE,11,,GN125
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,GAMPAHA,BRAND NEW-L/ASSEMBLE,235,,NTORQ 125
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,MATALE,BRAND NEW-L/ASSEMBLE,30,,NTORQ 125
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,KURUNEGALA,BRAND NEW-L/ASSEMBLE,111,,NTORQ 125
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,266,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MANNAR,BRAND NEW-L/ASSEMBLE,41,,CT 100 ES
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,PUTTALAM,BRAND NEW-L/ASSEMBLE,58,,PULSAR N160
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,GALLE,BRAND NEW-L/ASSEMBLE,116,,NTORQ 125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MULLATIVU,BRAND NEW-L/ASSEMBLE,11,,GN125
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,MATARA,BRAND NEW-L/ASSEMBLE,8,,TVS XL 100
SINGLE CAB,TATA,ACE HT2,SRI LANKA,DIESEL,702.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,3,,ACE HT2
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,GALLE,BRAND NEW-L/ASSEMBLE,2,,ERC80
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1200.0,MATARA,RECONDITIONED,1,5BA-A201A,RAIZE
MOTOR CYCLE,DYNO,SCOOBY 125  EFI,SRI LANKA,PETROL,124.6,MATARA,BRAND NEW-L/ASSEMBLE,1,,SCOOBY 125  EFI
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MATARA,BRAND NEW-L/ASSEMBLE,19,,PULSAR N160
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,10,,NTORQ 125
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,MULLATIVU,BRAND NEW-L/ASSEMBLE,10,,NTORQ 125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,5,,GN125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KALUTARA,BRAND NEW-L/ASSEMBLE,34,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KILINOCHCHI,BRAND NEW-L/ASSEMBLE,6,,DISCOVER 125
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1190.0,PUTTALAM,RECONDITIONED,1,5BA-A201A,RAIZE
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW-L/ASSEMBLE,1,,RUIBIN
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1190.0,RATNAPURA,RECONDITIONED,1,5BA-A201A,RAIZE
SINGLE CAB,MAHINDRA,BOLERO CITY PICKUP,SRI LANKA,DIESEL,2523.0,MATALE,BRAND NEW-L/ASSEMBLE,1,,BOLERO CITY PICKUP
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,COLOMBO,BRAND NEW-L/ASSEMBLE,1,,M-MKK-Z30LJ-12-C
SINGLE CAB,LANKA ASHOK LEYLAND,DOST,SRI LANKA,DIESEL,1478.0,JAFFNA,BRAND NEW-L/ASSEMBLE,1,,DOST
CAR,TOYOTA,5BA-A210A RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,1,5BA-A210A,RAIZE
CAR,TOYOTA,5BA-A210A RAIZE,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,1,5BA-A210A,RAIZE
CAR,NISSAN,5BA-B43W DAYS,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,1,5BA-B43W,DAYS
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,5BA-B43W,DAYZ
CAR,DAIHATSU,5BA-H900S,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,1,5BA-H900S,Unknown
CAR,TOYOTA,5BA-KS9210 YARIS,JAPAN,PETROL,990.0,COLOMBO,RECONDITIONED,1,5BA-KS9210,YARIS
CAR,TOYOTA,5BA-KSP-210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,5BA-KSP-210,YARIS
