Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,NISSAN,3BA-DR17W,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,3BA-DR17W,NV100
CAR,SUZUKI,5BD-DA17V,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,5BD-DA17V,EVEVRY
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2023.0,2,6AA-RV5,VEZEL
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,POLONNARUWA,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,2024.0,1,5BD-DA17V,EVERY
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MR92S,HUSTLER
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,POLONNARUWA,RECONDITIONED,2025.0,1,4BA-M900A,ROOMY
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,ANURADHAPURA,RECONDITIONED,2022.0,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2024.0,2,5BA-M900A,ROOMY
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,2,3BA-HA37S,ALTO
CAR,SUZUKI,5BD-DA17V  EVERY,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2024.0,2,5BD-DA17V,EVERY
CAR,TOYOSTAR,3BA-TRJ250W,JAPAN,PETROL,2693.0,KANDY,RECONDITIONED,2025.0,1,3BA-TRJ250W,VX
CAR,MITSUBISHI,GR1WXTHGRV1,INDONESIA,PETROL,1499.0,COLOMBO,BRAND NEW,2025.0,2,,GR1WXTHGRV1
CAR,MERCEDES BENZ,GLB200,GERMANY,PETROL,1332.0,POLONNARUWA,RECONDITIONED,2024.0,1,,GLB200
CAR,TOYOTA,5BA-MZEA17,JAPAN,PETROL,1496.0,KALUTARA,RECONDITIONED,2023.0,1,5BA-MZEA17,Unknown
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,3BD-DA17V,EVERY
CAR,TOYOTA,6AA-AXAH54,JAPAN,PETROL/ELE,2487.0,GALLE,RECONDITIONED,2024.0,1,6AA-AXAH54,RAV 4
CAR,SUZUKI,5BD-DA17V  EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BD-DA17V,EVERY
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL/ELE,650.0,BATTICALOA,RECONDITIONED,2025.0,1,4AA-MK54S,SPACIA
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2022.0,3,5BA-M900A,ROOMY
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,1,3BA-A210A,RAIZE G
CAR,LEXUS,5BA-TALA15  RX350,JAPAN,PETROL,2396.0,GALLE,RECONDITIONED,2025.0,1,5BA-TALA15,RX350
CAR,HONDA,6BA-JH3,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,6BA-JH3,N WAGON
CAR,TOYOTA,VELOZ,THAILAND,PETROL,1496.0,COLOMBO,RECONDITIONED,2025.0,1,,VELOZ
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,MATARA,RECONDITIONED,2022.0,1,5BA-A201A,RAIZE
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2024.0,1,3BD-DA17V,EVERY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2024.0,2,5AA-MH95S,WAGON R
CAR,SUZUKI,4AA-MN71S XBEE,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,2022.0,1,4AA-MN71S,XBEE
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,NUWARA-ELIYA,RECONDITIONED,2024.0,1,3BA-VJA300W,Unknown
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,659.0,MATARA,RECONDITIONED,2024.0,1,5BA-B33W,EK WAGON
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,COLOMBO,RECONDITIONED,2023.0,3,5AA-A202A,RAIZE
CAR,TOYOTA,YARIS CROSS,THAILAND,PETROL/ELE,1496.0,BADULLA,RECONDITIONED,2025.0,1,,YARIS CROSS
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KEGALLE,RECONDITIONED,2025.0,1,3BA-A210A,RAIZE
CAR,SUZUKI,4AA-MK53S SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2022.0,1,4AA-MK53S,SPACIA
CAR,NISSAN,5BA-B43W DAYS,JAPAN,PETROL,658.0,POLONNARUWA,RECONDITIONED,2023.0,1,5BA-B43W,DAYS
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2024.0,4,4AA-MK54S,SPACIA
CAR,DAIHATSU,5BA-LA350S MIRA E.S,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,2,5BA-LA350S,MIRA E.S
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,POLONNARUWA,RECONDITIONED,2025.0,1,,URBAN CRUISER TAISOR
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,POLONNARUWA,RECONDITIONED,2024.0,1,4AA-MH55S,WAGON R
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2024.0,1,5BA-KSP210,Unknown
CAR,SUZUKI,4AA-MH55S  WAGON R,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2023.0,1,4AA-MH55S,WAGON R
CAR,MITSUBISHI,OUT LANDER SPORT,INDONESIA,PETROL,1499.0,PUTTALAM,BRAND NEW,2025.0,1,,OUT LANDER SPORT
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,COLOMBO,RECONDITIONED,2023.0,2,3BA-VJA300W,Unknown
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,HAMBANTOTA,RECONDITIONED,2024.0,1,3BA-DA17W,EVERY
CAR,SUBARU,5BA-LA350F PLEO,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5BA-LA350F,PLEO
CAR,NISSAN,4AA-B45W DAYZ,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2023.0,1,4AA-B45W,DAYZ
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
CAR,MITSUBISHI,5BA-B33W EKWAGON,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-B33W,EKWAGON
CAR,LAND ROVER,3BALE72XAA DEFENDER,UNITED KINGDOM,PETROL,1990.0,COLOMBO,RECONDITIONED,2025.0,1,,3BALE72XAA DEFENDER
CAR,TOYOTA,6AA-ZVG13,JAPAN,PETROL/ELE,1797.0,GAMPAHA,RECONDITIONED,2025.0,1,6AA-ZVG13,COROLLA
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,POLONNARUWA,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,5BA-HE33S LAPIN,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2024.0,1,5BA-HE33S,LAPIN
CAR,DAIHATSU,3BA-A210S,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2023.0,1,3BA-A210S,ROCKY
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,998.0,GALLE,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE
CAR,NISSAN,ALMERA VL,THAILAND,PETROL,999.0,KANDY,RECONDITIONED,2025.0,3,,ALMERA VL
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2022.0,2,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2024.0,2,5BA-LA350S,MIRA
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2022.0,3,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-LA900S  TAFT,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,1,5BA-LA900S,TAFT
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA
CAR,MITSUBISHI,5BA--GK1W,JAPAN,PETROL,1496.0,GALLE,RECONDITIONED,2024.0,1,5BA--GK1W,Unknown
CAR,TOYOTA,5BA-LA350A PIXIS,JAPAN,PETROL,656.0,GAMPAHA,RECONDITIONED,2022.0,1,5BA-LA350A,PIXIS
CAR,NISSAN,4BA-R35 GT-R,JAPAN,PETROL,3799.0,GAMPAHA,RECONDITIONED,2022.0,1,4BA-R35,GT-R
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3448.0,KANDY,RECONDITIONED,2024.0,1,3BA-VJA300W,Unknown
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,659.0,ANURADHAPURA,RECONDITIONED,2024.0,1,5AA-B44W,DAYZ
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,GALLE,BRAND NEW,2025.0,1,AXIA-CG1SZ,Unknown
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2023.0,1,5AA-B44W,DAYZ
CAR,DAIHATSU,5AA-A202S  ROCKY,JAPAN,PETROL/ELE,1196.0,PUTTALAM,RECONDITIONED,2023.0,1,5AA-A202S,ROCKY
CAR,LAND ROVER,RANGE ROVER P460 E,UNITED KINGDOM,PETROL/ELE,2996.0,GAMPAHA,RECONDITIONED,2025.0,1,,RANGE ROVER P460 E
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2024.0,1,5BA-LA350S,MIRA ES
CAR,HONDA,6AA-RV5 2025  VEZEL,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2025.0,1,6AA-RV5,2025  VEZEL
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,KEGALLE,RECONDITIONED,2024.0,1,6AA-ZVG13,COROLLA
CAR,MITSUBISHI,5AA-B37W-LTSGZ,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5AA-B37W-LTSGZ,Unknown
CAR,NISSAN,4AA-B45W DAYZ,JAPAN,PETROL,658.0,KURUNEGALA,BRAND NEW,2023.0,1,4AA-B45W,DAYZ
CAR,NISSAN,4AA-B45A ROOX,JAPAN,PETROL,659.0,HAMBANTOTA,RECONDITIONED,2023.0,1,4AA-B45A,ROOX
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2022.0,1,5BA-M900A,ROOMY
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,2024.0,1,4AA-MK54S,SPACIA
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,MULLATIVU,RECONDITIONED,2025.0,2,5AA-MH95S,WAGON R
CAR,B.M.W.,3AA-12FM20 525LI,GERMANY,PETROL,1998.0,COLOMBO,RECONDITIONED,2025.0,1,3AA-12FM20,525LI
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,KURUNEGALA,BRAND NEW,2025.0,1,,BEZZA
CAR,NISSAN,3BA-DR17W CLIPPER,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,3BA-DR17W,CLIPPER
CAR,HONDA,6BA-JF5  N BOX,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,6BA-JF5,N BOX
CAR,KYC,IM6,CHINA,ELECTRIC,109.0,COLOMBO,B/N-FACTORY DAMAGED,2025.0,1,,IM6
CAR,HONDA (DMC),6BA-JF3 N BOX,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,6BA-JF3,N BOX
CAR,SUZUKI,5BD-DA17V,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,2023.0,1,5BD-DA17V,EVEVRY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,MULLATIVU,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-HA37S,ALTO
CAR,HONDA,6AA-V5 VEZEL,JAPAN,PETROL/ELE,1496.0,RATNAPURA,RECONDITIONED,2025.0,1,6AA-V5,VEZEL
CAR,TOYOTA,6AA-MXPJ10,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2023.0,1,6AA-MXPJ10,CROSS
CAR,MITSUBISHI,3BA-DS17W TOWN BOX,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-DS17W,TOWN BOX
CAR,TOYOTA,YARIS ATIVE,THAILAND,PETROL,1197.0,COLOMBO,RECONDITIONED,2025.0,1,,YARIS ATIVE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,TRINCOMALEE,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-M900S,THOR
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,PUTTALAM,RECONDITIONED,2024.0,1,3BA-VJA300W,Unknown
CAR,TOYOTA,5BA-A201A,JAPAN,PETROL,1190.0,COLOMBO,RECONDITIONED,2025.0,1,5BA-A201A,RAICE
CAR,LAND ROVER,DEFENDER  HSE,UNITED KINGDOM,PETROL/ELE,1997.0,MATARA,RECONDITIONED,2025.0,1,,DEFENDER  HSE
CAR,SUZUKI,JIMNY,INDIA,PETROL,1462.0,COLOMBO,BRAND NEW,2025.0,1,,JIMNY
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL,78.0,KANDY,RECONDITIONED,2022.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2022.0,2,4BA-M900A,ROOMY
CAR,TOYOTA,URBAN CRUISER TAISOR,JAPAN,PETROL,998.0,COLOMBO,RECONDITIONED,2025.0,1,,URBAN CRUISER TAISOR
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2024.0,1,4AA-MK54S,SPACIA
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,PUTTALAM,RECONDITIONED,2025.0,1,6AA-MXPJ10,YARIS
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,650.0,GALLE,RECONDITIONED,2023.0,1,5BD-DA17V,EVERY
CAR,BYD,M6 SUPERIOR,CHINA,ELECTRIC,100.0,KANDY,BRAND NEW,2025.0,1,,M6 SUPERIOR
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,RATNAPURA,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,MAHINDRA,XUV 3XO,INDIA,PETROL,1197.0,BADULLA,BRAND NEW,2025.0,1,,XUV 3XO
CAR,BYD,SEALION 6 SUPERIOR,CHINA,PETROL/ELE,1498.0,MATALE,BRAND NEW,2025.0,1,,SEALION 6 SUPERIOR
CAR,SUZUKI,5AA-MK94S,JAPAN,PETROL,656.0,GALLE,RECONDITIONED,2024.0,1,5AA-MK94S,Unknown
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,656.0,PUTTALAM,RECONDITIONED,2024.0,1,3BD-DA17V,EVERY
CAR,TOYOTA,A250RA-GBVV RAIZE,INDONESIA,PETROL,998.0,JAFFNA,BRAND NEW,2025.0,2,,A250RA-GBVV RAIZE
CAR,HONDA,6AA-RV5 VEZEL,THAILAND,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,3BD-DA17V,EVERY
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,657.0,KURUNEGALA,RECONDITIONED,2023.0,2,5BA-MH85S,WAGON R
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2024.0,1,5BD-DR17V,CLIPPER
CAR,TOYOTA,6AA-MXPK11 AQUA,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,2023.0,1,6AA-MXPK11,AQUA
CAR,AUDI,3AA-GYDLA  A3,GERMANY,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,3AA-GYDLA,A3
CAR,TOYOTA,6AA-MXPJ15,JAPAN,PETROL/ELE,1490.0,PUTTALAM,RECONDITIONED,2023.0,1,6AA-MXPJ15,Unknown
CAR,NISSAN,4AA-B45A ROOX,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2023.0,1,4AA-B45A,ROOX
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,KEGALLE,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,DAIHATSU,5BA-LA150S MOVE,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2022.0,1,5BA-LA150S,MOVE
CAR,DAIHATSU,5BA-A201S ROCKY,JAPAN,PETROL,1196.0,BADULLA,RECONDITIONED,2024.0,1,5BA-A201S,ROCKY
CAR,TOYOTA,4BA-M900A  ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2023.0,1,4BA-M900A,ROOMY
CAR,HONDA,VEZEL Z,AUSTRALIA,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2023.0,1,,VEZEL Z
CAR,HONDA,6AA RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2023.0,1,,6AA RV5 VEZEL
CAR,MERCEDES BENZ,4AA-465250C  G63,GERMANY,PETROL,3986.0,COLOMBO,RECONDITIONED,2024.0,1,4AA-465250C,G63
CAR,SUZUKI,4AA-MR52S  HUSTLER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,4AA-MR52S,HUSTLER
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1490.0,BADULLA,RECONDITIONED,2023.0,1,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEVEL,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2024.0,1,6AA-RV5,VEVEL
CAR,TOYOTA,4BA-M900A  ROOMY,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,4BA-M900A,ROOMY
CAR,HONDA,6AA-RV6 VEZEL,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2025.0,1,6AA-RV6,VEZEL
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,KANDY,RECONDITIONED,2024.0,1,6AA-ZVG13,COROLLA
CAR,TOYOTA,6BA-MXAA54 RAV 4,JAPAN,PETROL,1980.0,COLOMBO,RECONDITIONED,2023.0,1,6BA-MXAA54,RAV 4
CAR,JETOUR,DASHING,CHINA,PETROL,1498.0,ANURADHAPURA,BRAND NEW,2025.0,1,,DASHING
CAR,TOYOTA,5BA-LA350A,JAPAN,PETROL,658.0,VAVUNIYA,RECONDITIONED,2023.0,1,5BA-LA350A,PIXIS
CAR,TOYOTA,5AA-A202A,JAPAN,ELECTRIC,78.0,KURUNEGALA,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE Z
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,657.0,AMPARA,RECONDITIONED,2024.0,1,5AA-MH95S,WAGON R
CAR,LAND ROVER,3BA-LE72XAA DEFENDER,UNITED KINGDOM,PETROL,1990.0,COLOMBO,RECONDITIONED,2024.0,1,3BA-LE72XAA,DEFENDER
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,GAMPAHA,RECONDITIONED,2024.0,4,3BA-VJA300W,Unknown
CAR,TOYOTA,6AA-NKE165 COROLLA,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2023.0,1,6AA-NKE165,COROLLA
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,BADULLA,RECONDITIONED,2024.0,1,5BA-A201A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,2,3BA-A210A,RAIZE
CAR,SUZUKI,5AA-HA97S ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,2,5AA-HA97S,ALTO
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,KEGALLE,RECONDITIONED,2024.0,2,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2022.0,2,5BA-M700A,PASSO
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,COLOMBO,RECONDITIONED,2025.0,12,,ALMERA
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,HAMBANTOTA,RECONDITIONED,2023.0,3,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-LA650S TANTO,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2024.0,1,5BA-LA650S,TANTO
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2022.0,2,5AA-MH95S,WAGON R
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,KURUNEGALA,RECONDITIONED,2025.0,1,,ALMERA
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2025.0,1,4AA-MK54S,SPACIA
CAR,TOYOTA,A250RA-GBVV RAIZE,INDONESIA,PETROL,998.0,KURUNEGALA,BRAND NEW,2025.0,13,,A250RA-GBVV RAIZE
CAR,PEUGEOT,2008GT,SPAIN,PETROL,1199.0,GALLE,BRAND NEW,2025.0,1,,2008GT
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2023.0,2,5BA-KSP210,YARIS
CAR,BYD,SEALION 6 SUPERIOR,CHINA,PETROL/ELE,1498.0,PUTTALAM,BRAND NEW,2025.0,17,,SEALION 6 SUPERIOR
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2023.0,6,5BA-KSP210,Unknown
CAR,TOYOTA,5BA-M900A  ROOMY,JAPAN,PETROL,996.0,AMPARA,RECONDITIONED,2022.0,1,5BA-M900A,ROOMY
CAR,TOYOTA,6AA-ZWR90W VOXY,JAPAN,PETROL/ELE,1797.0,KANDY,RECONDITIONED,2025.0,3,6AA-ZWR90W,VOXY
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2025.0,2,6AA-MXPJ10,YARIS
CAR,HONDA,6AA-RV5   VEZEL,JAPAN,PETROL/ELE,1496.0,MATARA,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2023.0,2,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,10,5BA-LA900S,TAFT
CAR,HONDA,5BA-RZ3 ZR-V,JAPAN,PETROL,1496.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-RZ3,ZR-V
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2023.0,1,5AA-MK94S,SPACIA
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,31,AXIA-CG1SZ,Unknown
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,15,,AXIA CG1GZ
CAR,BYD,DOLPHIN-DYNAMIC49,CHINA,ELECTRIC,49.0,KALUTARA,BRAND NEW,2025.0,3,,DOLPHIN-DYNAMIC49
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,7,3BA-HA37S,ALTO
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,PUTTALAM,RECONDITIONED,2025.0,6,5AA-A202A,RAIZE
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,2022.0,1,3BA-NGX10,C-HR
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,MATARA,RECONDITIONED,2025.0,4,6AA-ZVG13,COROLLA
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2022.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,6AA-MXPJ10  YARIS,JAPAN,PETROL/ELE,1496.0,AMPARA,RECONDITIONED,2025.0,1,6AA-MXPJ10,YARIS
CAR,BYD,ATTO3-ADVANCED,CHINA,ELECTRIC,100.0,HAMBANTOTA,BRAND NEW,2025.0,7,ATTO3-ADVANCED,Unknown
CAR,HONDA,CITY,THAILAND,PETROL,988.0,GAMPAHA,RECONDITIONED,2025.0,4,,CITY
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,MATALE,BRAND NEW,2025.0,3,,MAGNITE ACENTA BR10
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2024.0,3,3BA-A210A,RAIZE G
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,POLONNARUWA,RECONDITIONED,2022.0,1,5AA-A202A,RAIZE
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2025.0,4,6AA-RV5,VEVEL
