Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,659.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-B43W,DAYZ
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,PUTTALAM,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2024.0,5,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,2023.0,6,3BA-TRJ150W,TXL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,POLONNARUWA,RECONDITIONED,2025.0,2,6AA-RV5,VEZEL
CAR,BYD,SEALION 6 SUPERIOR,CHINA,PETROL,1498.0,KURUNEGALA,BRAND NEW,2025.0,2,,SEALION 6 SUPERIOR
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,ANURADHAPURA,BRAND NEW,2025.0,2,,BEZZA
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,KEGALLE,RECONDITIONED,2023.0,1,5BA-M700A,PASSO
CAR,PEUGEOT,2008GT,SPAIN,PETROL,1199.0,COLOMBO,BRAND NEW,2025.0,4,,2008GT
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,656.0,MATARA,RECONDITIONED,2024.0,3,5BA-MH85S,WAGON R
CAR,PERODUA,AXIA CGISZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,1,,AXIA CGISZ
CAR,TOYOTA,6AA-MXPJ10,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,2025.0,1,6AA-MXPJ10,CROSS
CAR,NISSAN,6AA-GFC28 SERENA,JAPAN,PETROL/ELE,1433.0,COLOMBO,RECONDITIONED,2025.0,1,6AA-GFC28,SERENA
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,4,4BA-M900A,ROOMY
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,2023.0,1,5AA-ZCEDS,SWIFT
CAR,SUZUKI,FRONX,INDIA,PETROL,998.0,AMPARA,BRAND NEW,2025.0,2,,FRONX
CAR,SUZUKI,FRONX,INDIA,PETROL,998.0,RATNAPURA,BRAND NEW,2025.0,5,,FRONX
CAR,TOYOTA,5BA-M900A  ROOMY,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2023.0,1,5BA-M900A,ROOMY
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,KEGALLE,BRAND NEW,2025.0,6,,MAGNITE TEKNA PLUS
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2023.0,2,4BA-M900A,ROOMY
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,RATNAPURA,BRAND NEW,2025.0,4,,MAGNITE ACENTA BR10
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,4,5AA-MR92S,HUSTLER
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2022.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,VELOZ,THAILAND,PETROL,1496.0,KURUNEGALA,RECONDITIONED,2025.0,1,,VELOZ
CAR,BYD,DOLPHIN-DYNAMIC 70,CHINA,ELECTRIC,70.0,BADULLA,BRAND NEW,2025.0,1,,DOLPHIN-DYNAMIC 70
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,4,5BA-LA350S,MIRA
CAR,NISSAN,4AA-B45W DAYZ,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,4AA-B45W,DAYZ
CAR,TOYOTA,3BA-A210 A RAISE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,1,3BA-A210,A RAISE
CAR,VOLKSWAGEN,3BA-C1DKR T CROSS,GERMANY,PETROL,999.0,KANDY,RECONDITIONED,2023.0,1,3BA-C1DKR,T CROSS
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2025.0,2,3BA-DA17W,EVERY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,5,5AA-MH95S,WAGON R
CAR,TOYOTA,5BA-LA350A PIXIS,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,2,5BA-LA350A,PIXIS
CAR,TOYOTA,5BA-A201A  RAIZE,JAPAN,PETROL,1196.0,GALLE,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,1,5BD-DR17V,CLIPPER
CAR,FEIYEPAI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,KURUNEGALA,RECONDITIONED,2025.0,1,5AA-MK94S,SPACIA
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,MATALE,RECONDITIONED,2025.0,2,6AA-RV5,VEZEL
CAR,DAIHATSU,5BA-LA850S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-LA850S,Unknown
CAR,SUZUKI,3BA-HA37S  ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,3,3BA-HA37S,ALTO
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,RATNAPURA,RECONDITIONED,2025.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,TRINCOMALEE,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,NISSAN,ROOX 5AA-B44A,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,,ROOX 5AA-B44A
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2024.0,3,5BA-KSP210,YARIS
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,1196.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,TRINCOMALEE,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,PRIUS,JAPAN,PETROL/ELE,1798.0,TRINCOMALEE,BRAND NEW,2025.0,1,,PRIUS
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,MATARA,RECONDITIONED,2023.0,2,5AA-A202A,RAIZE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,GAMPAHA,RECONDITIONED,2025.0,4,5AA-MH95S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,MATARA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5AA-A202A,JAPAN,ELECTRIC,78.0,HAMBANTOTA,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE Z
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,MATALE,RECONDITIONED,2022.0,2,5BA-M900A,ROOMY
CAR,SUZUKI,5AA-HA97S ALTO,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-HA97S,ALTO
CAR,HONDA,CRV VTIL 7,JAPAN,PETROL,1498.0,KALUTARA,RECONDITIONED,2024.0,1,,CRV VTIL 7
CAR,TOYOTA,6AA-ZWR 90W  VOXY,JAPAN,PETROL/ELE,1797.0,KANDY,RECONDITIONED,2025.0,1,6AA-ZWR,90W  VOXY
CAR,TOYOTA,6AA-MXPJ10  YARIS,JAPAN,PETROL/ELE,1490.0,KALUTARA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-M900A,ROOMY
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGONR
CAR,TOYOTA,PASSO 5BA-M700A,JAPAN,PETROL,996.0,NUWARA-ELIYA,RECONDITIONED,2023.0,1,,PASSO 5BA-M700A
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2024.0,3,5BA-MH85S,WAGON R
CAR,TOYOTA,5BA-A201A  RAIZE,JAPAN,PETROL,1196.0,MATARA,RECONDITIONED,2025.0,1,5BA-A201A,RAIZE
CAR,LAND ROVER,3BA-LE72XAA,UNITED KINGDOM,PETROL,1997.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-LE72XAA,Unknown
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,ANURADHAPURA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,HONDA,CITY HEV ZX CVT,INDIA,PETROL/ELE,1498.0,COLOMBO,BRAND NEW,2025.0,8,,CITY HEV ZX CVT
CAR,WULING,CLOUD,INDONESIA,ELECTRIC,99.0,COLOMBO,BRAND NEW,2025.0,1,,CLOUD
CAR,B.M.W.,3BA-7K15 2181,GERMANY,PETROL,1498.0,MATARA,RECONDITIONED,2023.0,1,3BA-7K15,2181
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,MATARA,RECONDITIONED,2025.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,4,6AA-MXPJ10,YARIS
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2025.0,1,5BA-M900A,ROOMY
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,6,3BA-HA37S,ALTO
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2022.0,1,5BA-M700A,PASSO
CAR,NISSAN,5AA-B44W DAYS,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-B44W,DAYS
CAR,HONDA,6AA-RV5   VEZEL,JAPAN,PETROL/ELE,1496.0,KEGALLE,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL
CAR,BYD,SEAL-COMFORT,CHINA,ELECTRIC,100.0,RATNAPURA,BRAND NEW,2025.0,3,SEAL-COMFORT,Unknown
CAR,TOYOTA,6BA-MXUA80  HARRIER,JAPAN,PETROL,1986.0,COLOMBO,RECONDITIONED,2024.0,1,6BA-MXUA80,HARRIER
CAR,SUZUKI,5BA-MH85S WAGONR,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGONR
CAR,BYD,ATTO3-ADVANCED,CHINA,ELECTRIC,100.0,BATTICALOA,BRAND NEW,2025.0,1,ATTO3-ADVANCED,Unknown
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,2,5AA-B44A,ROOX
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,MATALE,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,2022.0,1,3BA-TRJ150W,PRADO
CAR,DAIHATSU, 5BA-LA900S TAFT,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2023.0,1,5BA-LA900S,TAFT
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2023.0,3,5BA-M700A,PASSO
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,TRINCOMALEE,RECONDITIONED,2024.0,2,3BA-A210A,RAIZE
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,3,5BA-MH85S,WAGONR
CAR,KIA,EV5,CHINA,ELECTRIC,160.0,KANDY,BRAND NEW,2025.0,1,,EV5
CAR,SUZUKI,3BA-JB64W,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,3BA-JB64W,JIMNY
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2022.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,BATTICALOA,RECONDITIONED,2024.0,3,5BA-A201A,RAIZE
CAR,BYD,SEALION 6 PREMIUM,CHINA,PETROL/ELE,1498.0,MATARA,BRAND NEW,2025.0,1,,SEALION 6 PREMIUM
CAR,HONDA,6AA-RV5 VEZEL Z,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL Z
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,MULLATIVU,RECONDITIONED,2024.0,2,5BA-MH85S,WAGON R
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-B33W,EK WAGON
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2023.0,3,5BA-MH85S,WAGON R
CAR,LEXUS,6AA-AAZH25 NX350H,JAPAN,PETROL/ELE,2487.0,COLOMBO,RECONDITIONED,2024.0,1,6AA-AAZH25,NX350H
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2023.0,1,5BA-LA900S,TAFT
CAR,BYD,SEALION 6 PREMIUM,CHINA,PETROL/ELE,1498.0,KALUTARA,BRAND NEW,2025.0,3,,SEALION 6 PREMIUM
CAR,TOYOTA,A250RA-GBVV RAIZE,INDONESIA,PETROL,998.0,KEGALLE,BRAND NEW,2025.0,11,,A250RA-GBVV RAIZE
CAR,MAZDA,5AA-MJ95S FLAIR,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MJ95S,FLAIR
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,KURUNEGALA,RECONDITIONED,2024.0,3,3BA-VJA300W,Unknown
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,3,3BA-HA37S,ALTO
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2025.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,656.0,GAMPAHA,RECONDITIONED,2023.0,1,5BD-DA17V,EVERY
CAR,SUZUKI,4AA-MK54S,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,1,4AA-MK54S,HYBRID XS
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,KALUTARA,RECONDITIONED,2025.0,1,6AA-ZVG13,COROLLA
CAR,MITSUBISHI,5AA-B34W  EK,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,5AA-B34W,EK
CAR,TOYOTA,YARIS ATIV,THAILAND,PETROL,1197.0,GALLE,RECONDITIONED,2025.0,2,,YARIS ATIV
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,4,5BA-MH85S,WAGON R
CAR,KIA,CARNIVAL,KOREA,PETROL/ELE,1598.0,COLOMBO,BRAND NEW,2025.0,1,,CARNIVAL
CAR,TOYOTA,A250RA-GBVV RAIZE,INDONESIA,PETROL,998.0,ANURADHAPURA,BRAND NEW,2025.0,5,,A250RA-GBVV RAIZE
CAR,TOYOTA,LAND CRUISER,JAPAN,DIESEL,4461.0,COLOMBO,BRAND NEW,2020.0,1,,LAND CRUISER
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,3,5BA-LA350S,MIRA
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2022.0,1,5BA-M700A,PASSO
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,POLONNARUWA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5BA-A201A  RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2024.0,3,5BA-A201A,RAIZE
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,2023.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,6AA-MXPJ10,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,1,6AA-MXPJ10,CROSS
CAR,NISSAN,5AA-B44W,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,1,5AA-B44W,Unknown
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,2,5BA-MH85S,WAGONR
CAR,FERRARI,7LA-173HSF90 SPIDER,ITALY,PETROL/ELE,3986.0,POLONNARUWA,RECONDITIONED,2023.0,1,7LA-173HSF90,SPIDER
CAR,TOYOTA,5AA-A202A,JAPAN,PETROL/ELE,1196.0,PUTTALAM,RECONDITIONED,2025.0,2,5AA-A202A,RAIZE Z
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2023.0,3,6AA-RV5,VEVEL
CAR,TOYOTA,5BA-M700A  PASSO,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2023.0,1,5BA-M700A,PASSO
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,MAZDA,5AA-MJ95S FLAIR,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,2,5AA-MJ95S,FLAIR
CAR,TOYOTA,6AA-MXPJ10  YARIS,JAPAN,PETROL/ELE,1496.0,MATALE,RECONDITIONED,2023.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,3BD-S700M PIXIS,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,1,3BD-S700M,PIXIS
CAR,MERCEDES BENZ,GLC 300 4MATIC COUPE,GERMANY,PETROL,1999.0,COLOMBO,BRAND NEW,2025.0,1,,GLC 300 4MATIC COUPE
CAR,LAND CRUISER,3BA-TRJ150W,JAPAN,PETROL,2698.0,KURUNEGALA,RECONDITIONED,2023.0,1,3BA-TRJ150W,TXL
CAR,TOYOTA,URBARNCRUISER TAISOR,INDIA,PETROL,998.0,COLOMBO,RECONDITIONED,2025.0,1,,URBARNCRUISER TAISOR
CAR,TOYOTA,5BA-MXPB10,JAPAN,PETROL,1496.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-MXPB10,Unknown
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2023.0,3,5BA-LA350S,MIRA
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,2023.0,1,5BA-M900A,ROOMY
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,GALLE,RECONDITIONED,2022.0,1,5AA-A202A,RAIZE
CAR,DAIHATSU,5BA-LA350S MIRA E.S,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA E.S
CAR,B.M.W.,3BA-7K15 218I,GERMANY,PETROL,1498.0,KALUTARA,RECONDITIONED,2023.0,1,3BA-7K15,218I
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2024.0,1,5BA-LA900S,TAFT
CAR,DAIHATSU,3BD-S700V HIJET,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,3BD-S700V,HIJET
CAR,MITSUBISHI,5AA-B34W EK X,JAPAN,PETROL,656.0,ANURADHAPURA,RECONDITIONED,2023.0,1,5AA-B34W,EK X
CAR,SUZUKI,5BD-DA17V EVREY,JAPAN,PETROL,656.0,GAMPAHA,RECONDITIONED,2023.0,1,5BD-DA17V,EVREY
CAR,TOYOTA,5AA-A202A- RAIZE,JAPAN,PETROL/ELE,78.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-A202A,- RAIZE
CAR,SUZUKI,WAGON R 5AA-MH95S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,,WAGON R 5AA-MH95S
CAR,TOYOTA,6AA-ZVG13,JAPAN,PETROL/ELE,1797.0,GAMPAHA,RECONDITIONED,2024.0,1,6AA-ZVG13,COROLLA
CAR,TOYOTA,YARIS CROSS,THAILAND,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,2,,YARIS CROSS
CAR,TOYOTA,6AA-NKE165 COROLLA,JAPAN,PETROL/ELE,1496.0,POLONNARUWA,RECONDITIONED,2023.0,1,6AA-NKE165,COROLLA
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2024.0,3,5BA-KSP210,YARIS
CAR,SUZUKI,4AA-MH55S,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,4AA-MH55S,WAGON R CU
CAR,TOYOTA,6AA-ZWR90W,JAPAN,PETROL/ELE,1797.0,KURUNEGALA,RECONDITIONED,2025.0,1,6AA-ZWR90W,NOAH
CAR,SUZUKI,5AA-MR92S  HUSTLER,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5AA-MR92S,HUSTLER
CAR,TOYOTA,6AA-MXPJ10  YARIS,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,3,6AA-MXPJ10,YARIS
CAR,SUZUKI,3BA-DA17VW,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,3BA-DA17VW,Unknown
CAR,TOYOTA,YARIS CROSS HEV,THAILAND,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2025.0,1,,YARIS CROSS HEV
CAR,TOYOTA,6AA-MXP10 YARIS,JAPAN,PETROL/ELE,1490.0,GAMPAHA,RECONDITIONED,2024.0,1,6AA-MXP10,YARIS
CAR,LAND ROVER,EVOQUE,UNITED KINGDOM,PETROL/ELE,1498.0,PUTTALAM,RECONDITIONED,2024.0,1,,EVOQUE
CAR,LAND ROVER,3BA-LE72XAA DEFENDER,UNITED KINGDOM,PETROL,1997.0,COLOMBO,RECONDITIONED,2023.0,2,3BA-LE72XAA,DEFENDER
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2023.0,1,5BA-KSP210,YARIS
CAR,SUZUKI,4AA-MH55S,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2024.0,1,4AA-MH55S,WAGON R CU
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,VAVUNIYA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,3BA-A201A RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2023.0,1,3BA-A201A,RAIZE
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2025.0,5,5BA-KSP210,YARIS
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,MONERAGALA,BRAND NEW,2025.0,2,,MAGNITE ACENTA BR10
CAR,MITSUBISHI,GR1WXTPGRV1,INDONESIA,PETROL,1499.0,COLOMBO,BRAND NEW,2025.0,6,,GR1WXTPGRV1
CAR,SUZUKI,5BD MK33V SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,,5BD MK33V SPACIA
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2022.0,1,5BA-KSP210,YARIS
CAR,SUZUKI,5BD-DA17V  EVERY,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2025.0,1,5BD-DA17V,EVERY
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2024.0,2,5BD-DR17V,CLIPPER
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,KILINOCHCHI,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,POLONNARUWA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,HONDA,6BA-JH3 N WAGON,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,6BA-JH3,N WAGON
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,MATALE,RECONDITIONED,2024.0,1,3BA-TRJ250W,VX
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,ANURADHAPURA,RECONDITIONED,2025.0,1,5BA-KSP210,YARIS
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,POLONNARUWA,RECONDITIONED,2023.0,2,6AA-MXPJ10,YARIS
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,1,5BA-MH85S,WAGONR
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,656.0,ANURADHAPURA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,SUZUKI,5BA-MH85 WAGON R,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-MH85,WAGON R
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2024.0,1,5AA-MH95S,WOGON R
CAR,TOYOTA,NYC200R-DHXHBF,INDONESIA,PETROL/ELE,1496.0,ANURADHAPURA,BRAND NEW,2025.0,1,,NYC200R-DHXHBF
CAR,HYUNDAI,GRAND I10,SRI LANKA,PETROL,1197.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,2,,GRAND I10
