Title,Price,Year,Fuel,Engine,Transmission,Posted,URL,Page,Source,Full_Text,Price_Numeric
Suzuki Wagon R Fz Premium 2018 Car,"Rs. 6,790,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-10893904,7,li,"Suzuki Wagon R Fz Premium 2018 Car Anuradapura Rs. 6,790,000 76500 (km) 2025-12-14",6790000
Suzuki Maruti 2006 Car,"Rs. 1,790,000",2006,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-galle-10893902,7,li,"Suzuki Maruti 2006 Car Galle Rs. 1,790,000 80000 (km) 2025-12-14",1790000
Toyota Vitz 2007 Car,"Rs. 5,300,000",2007,,,,,https://riyasewana.com/buy/toyota-vitz-sale-battaramulla-10893900,7,li,"Toyota Vitz 2007 Car Battaramulla Rs. 5,300,000 160000 (km) 2025-12-14",5300000
Toyota Prius 2016 Car,"Rs. 13,995,000",2016,,,,,https://riyasewana.com/buy/toyota-prius-sale-nugegoda-10893895,7,li,"Toyota Prius 2016 Car Nugegoda Rs. 13,995,000 120000 (km) 2025-12-14",13995000
Audi A6 2013 Car,"Rs. 13,800,000",2013,,,,,https://riyasewana.com/buy/audi-a6-sale-colombo-10893890,7,li,"Audi A6 2013 Car Colombo Rs. 13,800,000 61000 (km) 2025-12-14",13800000
BMW 520d 2013 Car,"Rs. 19,000,000",2013,,,,,https://riyasewana.com/buy/bmw-520d-sale-colombo-10869167,8,li,"BMW 520d 2013 Car Colombo Rs. 19,000,000 145500 (km) 2025-12-09",19000000
Suzuki Baleno 2019 Car,"Rs. 8,000,000",2019,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-kottawa-10862762,8,li,"Suzuki Baleno 2019 Car Kottawa Rs. 8,000,000 58000 (km) 2025-12-08",8000000
Suzuki Wagon R Stingray 2025 Car,"Rs. 9,250,000",2025,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10846970,8,li,"Suzuki Wagon R Stingray 2025 Car Kurunegala Rs. 9,250,000 2025-12-04",9250000
Nissan N16 2005 Car,"Rs. 4,150,000",2005,,,,,https://riyasewana.com/buy/nissan-n16-sale-gampaha-10890894,8,li,"Nissan N16 2005 Car Gampaha Rs. 4,150,000 125874 (km) 2025-12-14",4150000
BMW GT M Sport 2015 Car,"Rs. 25,600,000",2015,,,,,https://riyasewana.com/buy/bmw-gt-m-sale-nawala-10893889,8,li,"BMW GT M Sport 2015 Car Nawala Rs. 25,600,000 57000 (km) 2025-12-14",25600000
Micro Panda 2014 Car,"Rs. 2,895,000",2014,,,,,https://riyasewana.com/buy/micro-panda-sale-panadura-10893884,8,li,"Micro Panda 2014 Car Panadura Rs. 2,895,000 2025-12-14",2895000
Toyota Aqua S Limiterd 2012 Car,"Rs. 7,500,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-s-sale-tangalle-10893883,8,li,"Toyota Aqua S Limiterd 2012 Car Tangalle Rs. 7,500,000 141200 (km) 2025-12-14",7500000
Toyota AQUA X URBAN 2015 Car,"Rs. 7,950,000",2015,,,,,https://riyasewana.com/buy/toyota-aqua-x-sale-ragama-10893880,8,li,"Toyota AQUA X URBAN 2015 Car Ragama Rs. 7,950,000 117000 (km) 2025-12-14",7950000
Suzuki Spacia Custom Xs Safety Turbo 2018 Car,"Rs. 7,725,000",2018,,,,,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kurunegala-10893877,8,li,"Suzuki Spacia Custom Xs Safety Turbo 2018 Car Kurunegala Rs. 7,725,000 82000 (km) 2025-12-14",7725000
Toyota Roomy 2025 Car,"Rs. 111,000,000",2025,,,,,https://riyasewana.com/buy/toyota-roomy-sale-kurunegala-10893875,8,li,"Toyota Roomy 2025 Car Kurunegala Rs. 111,000,000 2025-12-14",111000000
Suzuki Wagon R FX Safety 2024 Car,"Rs. 7,085,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kesbewa-10893869,8,li,"Suzuki Wagon R FX Safety 2024 Car Kesbewa Rs. 7,085,000 17000 (km) 2025-12-14",7085000
Toyota AXIO 2008 Car,"Rs. 7,190,000",2008,,,,,https://riyasewana.com/buy/toyota-axio-sale-kottawa-10893866,8,li,"Toyota AXIO 2008 Car Kottawa Rs. 7,190,000 160000 (km) 2025-12-14",7190000
Hyundai Eon 2016 Car,"Rs. 3,675,000",2016,,,,,https://riyasewana.com/buy/hyundai-eon-sale-panadura-10893862,8,li,"Hyundai Eon 2016 Car Panadura Rs. 3,675,000 114000 (km) 2025-12-14",3675000
Suzuki Wagon R Stingray 2017 Car,"Rs. 6,670,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893861,8,li,"Suzuki Wagon R Stingray 2017 Car Malabe Rs. 6,670,000 61500 (km) 2025-12-14",6670000
Toyota SGL 1993 Car,"Rs. 1,585,000",1993,,,,,https://riyasewana.com/buy/toyota-sgl-sale-wennappuwa-10893858,8,li,"Toyota SGL 1993 Car Wennappuwa Rs. 1,585,000 11111 (km) 2025-12-14",1585000
Honda FIT GP1 2011 Car,,2011,,,,,https://riyasewana.com/buy/honda-fit-gp1-sale-ja-ela-10893855,8,li,Honda FIT GP1 2011 Car Ja-Ela Negotiable 173000 (km) 2025-12-14,0
Toyota Axio Limited 2009 Car,,2009,,,,,https://riyasewana.com/buy/toyota-axio-limited-sale-katunayake-10893846,8,li,Toyota Axio Limited 2009 Car Katunayake Negotiable 138231 (km) 2025-12-14,0
Nissan FB14 1995 Car,"Rs. 3,375,000",1995,,,,,https://riyasewana.com/buy/nissan-fb14-sale-nittambuwa-10893845,8,li,"Nissan FB14 1995 Car Nittambuwa Rs. 3,375,000 200000 (km) 2025-12-14",3375000
Toyota Vitz Edition 2 2018 Car,"Rs. 8,350,000",2018,,,,,https://riyasewana.com/buy/toyota-vitz-edition-sale-kotikawatta-10893843,8,li,"Toyota Vitz Edition 2 2018 Car Kotikawatta Rs. 8,350,000 69200 (km) 2025-12-14",8350000
Toyota Vitz Ksp90 2007 Car,"Rs. 5,380,000",2007,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-chilaw-10893839,8,li,"Toyota Vitz Ksp90 2007 Car Chilaw Rs. 5,380,000 200345 (km) 2025-12-14",5380000
Honda N Box 2016 Car,,2016,,,,,https://riyasewana.com/buy/honda-n-box-sale-kandy-10893836,8,li,Honda N Box 2016 Car Kandy Negotiable 72000 (km) 2025-12-14,0
Toyota AXIO 2007 Car,"Rs. 7,175,000",2007,,,,,https://riyasewana.com/buy/toyota-axio-sale-colombo-10893829,8,li,"Toyota AXIO 2007 Car Colombo Rs. 7,175,000 177000 (km) 2025-12-14",7175000
Perodua Kenari 2007 Car,"Rs. 2,950,000",2007,,,,,https://riyasewana.com/buy/perodua-kenari-sale-embilipitiya-10893825,8,li,"Perodua Kenari 2007 Car Embilipitiya Rs. 2,950,000 200000 (km) 2025-12-14",2950000
Suzuki Swift Kei 2006 Car,"Rs. 3,775,000",2006,,,,,https://riyasewana.com/buy/suzuki-swift-kei-sale-kandy-10893823,8,li,"Suzuki Swift Kei 2006 Car Kandy Rs. 3,775,000 123456 (km) 2025-12-14",3775000
Toyota Starlet 1998 Car,,1998,,,,,https://riyasewana.com/buy/toyota-starlet-sale-chilaw-10893814,8,li,Toyota Starlet 1998 Car Chilaw Negotiable 2025-12-14,0
Kia Picanto 2016 Car,,2016,,,,,https://riyasewana.com/buy/kia-picanto-sale-kotte-10893808,8,li,Kia Picanto 2016 Car Kotte Negotiable 640000 (km) 2025-12-14,0
MG MG4 I SMART 2024 Car,"Rs. 13,000,000",2024,,,,,https://riyasewana.com/buy/mg-mg4-i-sale-gampaha-10893806,8,li,"MG MG4 I SMART 2024 Car Gampaha Rs. 13,000,000 12900 (km) 2025-12-14",13000000
Suzuki Alto 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-homagama-10893802,8,li,Suzuki Alto 2015 Car Homagama Negotiable 92000 (km) 2025-12-14,0
Audi A6 2013 Car,"Rs. 14,200,000",2013,,,,,https://riyasewana.com/buy/audi-a6-sale-colombo-10893795,8,li,"Audi A6 2013 Car Colombo Rs. 14,200,000 149715 (km) 2025-12-14",14200000
Nissan March K11 1998 Car,"Rs. 2,885,000",1998,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-kegalle-10893794,8,li,"Nissan March K11 1998 Car Kegalle Rs. 2,885,000 2025-12-14",2885000
Nissan B12 1986 Car,"Rs. 1,550,000",1986,,,,,https://riyasewana.com/buy/nissan-b12-sale-anuradapura-10893786,8,li,"Nissan B12 1986 Car Anuradapura Rs. 1,550,000 2025-12-14",1550000
Suzuki Wagon R Fz Safety 2018 Car,"Rs. 6,900,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-ampara-10893783,8,li,"Suzuki Wagon R Fz Safety 2018 Car Ampara Rs. 6,900,000 102000 (km) 2025-12-14",6900000
Suzuki Spacia 2017 Car,"Rs. 7,200,000",2017,,,,,https://riyasewana.com/buy/suzuki-spacia-sale-gampaha-10893779,8,li,"Suzuki Spacia 2017 Car Gampaha Rs. 7,200,000 89000 (km) 2025-12-14",7200000
Peugeot 305 1987 Car,"Rs. 790,000",1987,,,,,https://riyasewana.com/buy/peugeot-305-sale-colombo-10893777,8,li,"Peugeot 305 1987 Car Colombo Rs. 790,000 2025-12-14",790000
Toyota Aqua 2012 Car,"Rs. 6,700,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-sale-galle-10893775,8,li,"Toyota Aqua 2012 Car Galle Rs. 6,700,000 137000 (km) 2025-12-14",6700000
Suzuki Baleno TURBO G 2017 Car,"Rs. 7,785,000",2017,,,,,https://riyasewana.com/buy/suzuki-baleno-turbo-sale-kiribathgoda-10893774,8,li,"Suzuki Baleno TURBO G 2017 Car Kiribathgoda Rs. 7,785,000 54560 (km) 2025-12-14",7785000
Toyota Vitz 2017 Car,"Rs. 7,250,000",2017,,,,,https://riyasewana.com/buy/toyota-vitz-sale-bandaragama-10893766,8,li,"Toyota Vitz 2017 Car Bandaragama Rs. 7,250,000 76000 (km) 2025-12-14",7250000
BMW 520d 2016 Car,"Rs. 30,500,000",2016,,,,,https://riyasewana.com/buy/bmw-520d-sale-matara-10893763,8,li,"BMW 520d 2016 Car Matara Rs. 30,500,000 95000 (km) 2025-12-14",30500000
Toyota Prius S 2010 Car,"Rs. 9,200,000",2010,,,,,https://riyasewana.com/buy/toyota-prius-s-sale-badulla-10893760,8,li,"Toyota Prius S 2010 Car Badulla Rs. 9,200,000 158000 (km) 2025-12-14",9200000
Suzuki Swift 2004 Car,,2004,,,,,https://riyasewana.com/buy/suzuki-swift-sale-kandy-10893746,8,li,Suzuki Swift 2004 Car Kandy Negotiable 124000 (km) 2025-12-14,0
Tata Indica 2005 Car,"Rs. 2,000,000",2005,,,,,https://riyasewana.com/buy/tata-indica-sale-colombo-10893745,8,li,"Tata Indica 2005 Car Colombo Rs. 2,000,000 300000 (km) 2025-12-14",2000000
Nissan March K11 2003 Car,"Rs. 3,250,000",2003,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-kottawa-10893742,8,li,"Nissan March K11 2003 Car Kottawa Rs. 3,250,000 155000 (km) 2025-12-14",3250000
Suzuki Swift 2007 Car,"Rs. 5,375,000",2007,,,,,https://riyasewana.com/buy/suzuki-swift-sale-wennappuwa-10893740,8,li,"Suzuki Swift 2007 Car Wennappuwa Rs. 5,375,000 128000 (km) 2025-12-14",5375000
Suzuki Wagon R FX Safety 2024 Car,"Rs. 7,250,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-10893738,8,li,"Suzuki Wagon R FX Safety 2024 Car Matara Rs. 7,250,000 7000 (km) 2025-12-14",7250000
Suzuki Wagon R FX S Hybrid 2024 Car,"Rs. 8,150,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10871041,9,li,"Suzuki Wagon R FX S Hybrid 2024 Car Colombo Rs. 8,150,000 3000 (km) 2025-12-10",8150000
Suzuki Alto 2024 Car,"Rs. 7,090,000",2024,,,,,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-10885927,9,li,"Suzuki Alto 2024 Car Gampaha Rs. 7,090,000 8600 (km) 2025-12-13",7090000
BMW 318i 2018 Car,,2018,,,,,https://riyasewana.com/buy/bmw-318i-sale-ja-ela-10879111,9,li,BMW 318i 2018 Car Ja-Ela Negotiable 34000 (km) 2025-12-11,0
Suzuki Wagon R FX Hybride 2024 Car,"Rs. 8,100,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-10853898,9,li,"Suzuki Wagon R FX Hybride 2024 Car Kadawatha Rs. 8,100,000 1650 (km) 2025-12-06",8100000
Suzuki Celerio X 2018 Car,"Rs. 5,675,000",2018,,,,,https://riyasewana.com/buy/suzuki-celerio-x-sale-kadawatha-10893729,9,li,"Suzuki Celerio X 2018 Car Kadawatha Rs. 5,675,000 92000 (km) 2025-12-14",5675000
Honda Grace Ex2 2015 Car,"Rs. 9,550,000",2015,,,,,https://riyasewana.com/buy/honda-grace-ex2-sale-anuradapura-10893727,9,li,"Honda Grace Ex2 2015 Car Anuradapura Rs. 9,550,000 174500 (km) 2025-12-14",9550000
Suzuki Alto Japan 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-battaramulla-10893723,9,li,Suzuki Alto Japan 2015 Car Battaramulla Negotiable 56785 (km) 2025-12-14,0
Suzuki Alto LXI 2006 Car,"Rs. 2,850,000",2006,,,,,https://riyasewana.com/buy/suzuki-alto-lxi-sale-avissawella-10893721,9,li,"Suzuki Alto LXI 2006 Car Avissawella Rs. 2,850,000 137000 (km) 2025-12-14",2850000
Toyota Premio 2017 Car,"Rs. 14,550,000",2017,,,,,https://riyasewana.com/buy/toyota-premio-sale-galle-10893719,9,li,"Toyota Premio 2017 Car Galle Rs. 14,550,000 85000 (km) 2025-12-14",14550000
Mitsubishi Mitsubishi 1985 Car,"Rs. 700,000",1985,,,,,https://riyasewana.com/buy/mitsubishi-mitsubishi-sale-moneragala-10893718,9,li,"Mitsubishi Mitsubishi 1985 Car Moneragala Rs. 700,000 2025-12-14",700000
Suzuki Wagon R FX Hybrid 2024 Car,"Rs. 7,975,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-mirigama-10893712,9,li,"Suzuki Wagon R FX Hybrid 2024 Car Mirigama Rs. 7,975,000 1980 (km) 2025-12-14",7975000
Toyota Axio WXB 2018 Car,"Rs. 12,350,000",2018,,,,,https://riyasewana.com/buy/toyota-axio-wxb-sale-galle-10893706,9,li,"Toyota Axio WXB 2018 Car Galle Rs. 12,350,000 90000 (km) 2025-12-14",12350000
Toyota Prius 4th Generation 2016 Car,"Rs. 13,500,000",2016,,,,,https://riyasewana.com/buy/toyota-prius-4th-sale-marawila-10893703,9,li,"Toyota Prius 4th Generation 2016 Car Marawila Rs. 13,500,000 175000 (km) 2025-12-14",13500000
Suzuki Wagon R Stingray 2018 Car,"Rs. 6,945,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10893700,9,li,"Suzuki Wagon R Stingray 2018 Car Colombo Rs. 6,945,000 120000 (km) 2025-12-14",6945000
Suzuki Alto Sport 2010 Car,"Rs. 3,050,000",2010,,,,,https://riyasewana.com/buy/suzuki-alto-sport-sale-dompe-10893699,9,li,"Suzuki Alto Sport 2010 Car Dompe Rs. 3,050,000 138450 (km) 2025-12-14",3050000
Toyota Ke72 Dx Wagon 1986 Car,"Rs. 1,650,000",1986,,,,,https://riyasewana.com/buy/toyota-ke72-dx-sale-ratnapura-10893697,9,li,"Toyota Ke72 Dx Wagon 1986 Car Ratnapura Rs. 1,650,000 200000 (km) 2025-12-14",1650000
Suzuki Swift 2003 Car,"Rs. 3,985,000",2003,,,,,https://riyasewana.com/buy/suzuki-swift-sale-gampaha-10893694,9,li,"Suzuki Swift 2003 Car Gampaha Rs. 3,985,000 147000 (km) 2025-12-14",3985000
Toyota Premio G Superior 2013 Car,"Rs. 11,650,000",2013,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-kandy-10893693,9,li,"Toyota Premio G Superior 2013 Car Kandy Rs. 11,650,000 130000 (km) 2025-12-14",11650000
Suzuki Wagon R Premium 2017 Car,"Rs. 6,275,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-10893692,9,li,"Suzuki Wagon R Premium 2017 Car Homagama Rs. 6,275,000 85500 (km) 2025-12-14",6275000
Suzuki ALTO 2012 Car,,2012,,,,,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-10893690,9,li,Suzuki ALTO 2012 Car Polonnaruwa Negotiable 2025-12-14,0
Micro Panda Lc 2012 Car,,2012,,,,,https://riyasewana.com/buy/micro-panda-lc-sale-kegalle-10889652,9,li,Micro Panda Lc 2012 Car Kegalle Negotiable 120000 (km) 2025-12-14,0
Suzuki Alto 2015 Car,"Rs. 3,580,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kesbewa-10893689,9,li,"Suzuki Alto 2015 Car Kesbewa Rs. 3,580,000 120000 (km) 2025-12-14",3580000
Toyota Passo 2009 Car,"Rs. 4,775,000",2009,,,,,https://riyasewana.com/buy/toyota-passo-sale-colombo-10893688,9,li,"Toyota Passo 2009 Car Colombo Rs. 4,775,000 120000 (km) 2025-12-14",4775000
Suzuki Alto L Import 2024 Car,,2024,,,,,https://riyasewana.com/buy/suzuki-alto-l-sale-homagama-10893684,9,li,Suzuki Alto L Import 2024 Car Homagama Negotiable 5000 (km) 2025-12-14,0
Suzuki Alto 800 2016 Car,"Rs. 3,750,000",2016,,,,,https://riyasewana.com/buy/suzuki-alto-800-sale-bandaragama-10893683,9,li,"Suzuki Alto 800 2016 Car Bandaragama Rs. 3,750,000 106000 (km) 2025-12-14",3750000
Suzuki Alto 800 LXI 2015 Car,"Rs. 3,600,000",2015,,800 L,,,https://riyasewana.com/buy/suzuki-alto-800-sale-polgahawela-10893678,9,li,"Suzuki Alto 800 LXI 2015 Car Polgahawela Rs. 3,600,000 61000 (km) 2025-12-14",3600000
Toyota Prius 3rd Gen 2011 Car,"Rs. 9,600,000",2011,,,,,https://riyasewana.com/buy/toyota-prius-3rd-sale-homagama-10893677,9,li,"Toyota Prius 3rd Gen 2011 Car Homagama Rs. 9,600,000 100000 (km) 2025-12-14",9600000
Toyota Prius 2013 Car,,2013,,,,,https://riyasewana.com/buy/toyota-prius-sale-gampaha-10893671,9,li,Toyota Prius 2013 Car Gampaha Negotiable 164000 (km) 2025-12-14,0
Toyota Prius 4th Generation W51 2016 Car,,2016,,,,,https://riyasewana.com/buy/toyota-prius-4th-sale-matara-10893670,9,li,Toyota Prius 4th Generation W51 2016 Car Matara Negotiable 130000 (km) 2025-12-14,0
Toyota Allion 2015 Car,,2015,,,,,https://riyasewana.com/buy/toyota-allion-sale-kandy-10893669,9,li,Toyota Allion 2015 Car Kandy Negotiable 73000 (km) 2025-12-14,0
Toyota Vitz Edition 3 2019 Car,"Rs. 8,750,000",2019,,,,,https://riyasewana.com/buy/toyota-vitz-edition-sale-divulapitiya-10893666,9,li,"Toyota Vitz Edition 3 2019 Car Divulapitiya Rs. 8,750,000 88000 (km) 2025-12-14",8750000
Honda FIT GP5 2014 Car,"Rs. 8,300,000",2014,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-kadawatha-10893665,9,li,"Honda FIT GP5 2014 Car Kadawatha Rs. 8,300,000 129500 (km) 2025-12-14",8300000
Toyota Vitz 2008 Car,"Rs. 5,625,000",2008,,,,,https://riyasewana.com/buy/toyota-vitz-sale-moratuwa-10893662,9,li,"Toyota Vitz 2008 Car Moratuwa Rs. 5,625,000 130000 (km) 2025-12-14",5625000
Suzuki Alto Japan 2017 Car,"Rs. 5,350,000",2017,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-maharagama-10893647,9,li,"Suzuki Alto Japan 2017 Car Maharagama Rs. 5,350,000 60500 (km) 2025-12-14",5350000
Suzuki ALTO 2006 Car,,2006,,,,,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-10893644,9,li,Suzuki ALTO 2006 Car Polonnaruwa Negotiable 2025-12-14,0
Toyota Corolla 1998 Car,"Rs. 5,300,000",1998,,,,,https://riyasewana.com/buy/toyota-corolla-sale-beruwala-10893641,9,li,"Toyota Corolla 1998 Car Beruwala Rs. 5,300,000 150000 (km) 2025-12-14",5300000
Micro Panda Cross 2014 Car,"Rs. 3,390,000",2014,,,,,https://riyasewana.com/buy/micro-panda-cross-sale-kelaniya-10893631,9,li,"Micro Panda Cross 2014 Car Kelaniya Rs. 3,390,000 131500 (km) 2025-12-14",3390000
Toyota NZE121 Japan 2004 Car,"Rs. 6,250,000",2004,,,,,https://riyasewana.com/buy/toyota-nze121-japan-sale-kadawatha-10893624,9,li,"Toyota NZE121 Japan 2004 Car Kadawatha Rs. 6,250,000 180000 (km) 2025-12-14",6250000
Nissan FB15 Super Saloon ECO 1999 Car,"Rs. 3,700,000",1999,,,,,https://riyasewana.com/buy/nissan-fb15-super-sale-polonnaruwa-10893623,9,li,"Nissan FB15 Super Saloon ECO 1999 Car Polonnaruwa Rs. 3,700,000 338000 (km) 2025-12-14",3700000
Honda GP1 Fit Shes 2012 Car,"Rs. 6,790,000",2012,,,,,https://riyasewana.com/buy/honda-gp1-fit-sale-matara-10893621,9,li,"Honda GP1 Fit Shes 2012 Car Matara Rs. 6,790,000 125000 (km) 2025-12-14",6790000
Toyota Dx Wagon Ke74 1987 Car,"Rs. 1,525,000",1987,,,,,https://riyasewana.com/buy/toyota-dx-wagon-sale-kegalle-10893616,9,li,"Toyota Dx Wagon Ke74 1987 Car Kegalle Rs. 1,525,000 2025-12-14",1525000
Chevrolet Cruze Gm Limited 2003 Car,"Rs. 4,075,000",2003,,,,,https://riyasewana.com/buy/chevrolet-cruze-gm-sale-piliyandala-10893611,9,li,"Chevrolet Cruze Gm Limited 2003 Car Piliyandala Rs. 4,075,000 139000 (km) 2025-12-14",4075000
Toyota Prius S 2013 Car,,2013,,,,,https://riyasewana.com/buy/toyota-prius-s-sale-matara-10893609,9,li,Toyota Prius S 2013 Car Matara Negotiable 153000 (km) 2025-12-14,0
Toyota Premio G Superior 2008 Car,,2008,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-galle-10893608,9,li,Toyota Premio G Superior 2008 Car Galle Negotiable 165000 (km) 2025-12-14,0
Suzuki Wagon R FX S Hybrid 2024 Car,"Rs. 8,150,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10871041,10,li,"Suzuki Wagon R FX S Hybrid 2024 Car Colombo Rs. 8,150,000 3000 (km) 2025-12-10",8150000
Honda FIT GP5 2014 Car,"Rs. 7,700,000",2014,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-chilaw-10889548,10,li,"Honda FIT GP5 2014 Car Chilaw Rs. 7,700,000 192292 (km) 2025-12-13",7700000
Suzuki Baleno 2016 Car,"Rs. 7,250,000",2016,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-piliyandala-10885365,10,li,"Suzuki Baleno 2016 Car Piliyandala Rs. 7,250,000 122000 (km) 2025-12-13",7250000
Micro Panda 2012 Car,"Rs. 2,675,000",2012,,,,,https://riyasewana.com/buy/micro-panda-sale-maharagama-10889028,10,li,"Micro Panda 2012 Car Maharagama Rs. 2,675,000 72000 (km) 2025-12-13",2675000
Daihatsu Move X Limited 2023 Car,"Rs. 7,190,000",2023,,,,,https://riyasewana.com/buy/daihatsu-move-x-sale-kadawatha-10893604,10,li,"Daihatsu Move X Limited 2023 Car Kadawatha Rs. 7,190,000 4100 (km) 2025-12-14",7190000
BMW 520D 5 Series 2013 Car,,2013,,,,,https://riyasewana.com/buy/bmw-520d-5-sale-gampaha-10893597,10,li,BMW 520D 5 Series 2013 Car Gampaha Negotiable 171 (km) 2025-12-14,0
Suzuki Swift Rs Turbo 2017 Car,,2017,,,,,https://riyasewana.com/buy/suzuki-swift-rs-sale-gampaha-10893595,10,li,Suzuki Swift Rs Turbo 2017 Car Gampaha Negotiable 99000 (km) 2025-12-14,0
Toyota Corolla 1997 Car,"Rs. 5,200,000",1997,,,,,https://riyasewana.com/buy/toyota-corolla-sale-beruwala-10893593,10,li,"Toyota Corolla 1997 Car Beruwala Rs. 5,200,000 150000 (km) 2025-12-14",5200000
Honda Civic ES8 2005 Car,"Rs. 6,075,000",2005,,,,,https://riyasewana.com/buy/honda-civic-es8-sale-piliyandala-10893592,10,li,"Honda Civic ES8 2005 Car Piliyandala Rs. 6,075,000 195000 (km) 2025-12-14",6075000
Suzuki Wagon R FX Safety 2024 Car,"Rs. 7,450,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10893590,10,li,"Suzuki Wagon R FX Safety 2024 Car Colombo Rs. 7,450,000 4500 (km) 2025-12-14",7450000
Honda City 2025 Car,"Rs. 13,000,000",2025,,,,,https://riyasewana.com/buy/honda-city-sale-colombo-10893588,10,li,"Honda City 2025 Car Colombo Rs. 13,000,000 11000 (km) 2025-12-14",13000000
Mitsubishi Lancer CK1 1999 Car,"Rs. 3,900,000",1999,,,,,https://riyasewana.com/buy/mitsubishi-lancer-ck1-sale-homagama-10893586,10,li,"Mitsubishi Lancer CK1 1999 Car Homagama Rs. 3,900,000 1 (km) 2025-12-14",3900000
Toyota Axio 2015 Car,"Rs. 9,900,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-sale-embilipitiya-10893581,10,li,"Toyota Axio 2015 Car Embilipitiya Rs. 9,900,000 152000 (km) 2025-12-14",9900000
Suzuki ALTO 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-10893575,10,li,Suzuki ALTO 2015 Car Polonnaruwa Negotiable 148000 (km) 2025-12-14,0
Suzuki Maruti 2006 Car,,2006,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-piliyandala-10893573,10,li,Suzuki Maruti 2006 Car Piliyandala Negotiable 80000 (km) 2025-12-14,0
Suzuki Swift ZC71 2007 Car,"Rs. 5,050,000",2007,,,,,https://riyasewana.com/buy/suzuki-swift-zc71-sale-colombo-10893572,10,li,"Suzuki Swift ZC71 2007 Car Colombo Rs. 5,050,000 125000 (km) 2025-12-14",5050000
Toyota Corona Premio CT210 1996 Car,"Rs. 3,975,000",1996,,,,,https://riyasewana.com/buy/toyota-corona-premio-sale-aluthgama-10893571,10,li,"Toyota Corona Premio CT210 1996 Car Aluthgama Rs. 3,975,000 2 (km) 2025-12-14",3975000
Suzuki Wagon R Stingray 2014 Car,"Rs. 5,550,000",2014,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-piliyandala-10893567,10,li,"Suzuki Wagon R Stingray 2014 Car Piliyandala Rs. 5,550,000 94000 (km) 2025-12-14",5550000
Chery QQ 2007 Car,"Rs. 1,775,000",2007,,,,,https://riyasewana.com/buy/chery-qq-sale-matale-10893563,10,li,"Chery QQ 2007 Car Matale Rs. 1,775,000 38000 (km) 2025-12-14",1775000
Toyota Corolla 110 2000 Car,"Rs. 3,690,000",2000,,,,,https://riyasewana.com/buy/toyota-corolla-110-sale-matale-10893553,10,li,"Toyota Corolla 110 2000 Car Matale Rs. 3,690,000 33333 (km) 2025-12-14",3690000
Nissan March AK12 2002 Car,"Rs. 3,750,000",2002,,,,,https://riyasewana.com/buy/nissan-march-ak12-sale-colombo-10893552,10,li,"Nissan March AK12 2002 Car Colombo Rs. 3,750,000 131000 (km) 2025-12-14",3750000
